Character,Radical,CharFreq,Radicals,ChatGPT_Token_IDs
苦,艹,367.7679,['艹'],"[164, 233, 99]"
网,网,542.0642,"['罒', '网']","[163, 121, 239]"
黏,黍,7.1012,['黍'],"[165, 119, 237]"
动,力,1375.5852,['力'],"[27950, 101]"
另,口,191.2988,"['囗', '口']","[20998, 99]"
市,巾,774.4444,['巾'],"[30585, 224]"
寻,寸,439.8963,['寸'],"[43380, 119]"
铁,钅,195.1309,"['钅', '金']","[165, 241, 223]"
捉,扌,24.6321,"['扌', '手']","[162, 235, 231]"
雕,隹,40.084,['隹'],"[37239, 243]"
数,攵,411.0074,"['攴', '攵']","[46763, 108]"
定,宀,1269.8667,['宀'],"[22522, 248]"
多,夕,2942.1086,['夕'],"[13783, 248]"
听,口,929.1309,"['囗', '口']","[28938, 105]"
勾,勹,27.7235,['勹'],"[47947, 122]"
糖,米,142.5333,['米'],"[163, 111, 244]"
乡,乙,122.9037,"['乙', '乚', '乛']","[20046, 94]"
踹,足,3.8519,['足'],"[164, 116, 117]"
悔,忄,81.1457,"['心', '忄']","[162, 224, 242]"
发,又,2698.6321,['又'],"[20998, 239]"
指,扌,342.2716,"['扌', '手']","[162, 234, 229]"
补,衤,152.1926,"['衣', '衤']","[26193, 98]"
轨,车,23.3481,"['车', '車']","[164, 121, 101]"
胭,月,1.2889,['月'],"[47797, 255]"
旬,日,3.3531,['日'],"[33768, 105]"
赶,走,313.3037,['走'],"[164, 113, 114]"
掩,扌,31.5309,"['扌', '手']","[162, 236, 102]"
偏,亻,60.5975,"['人', '亻']","[161, 223, 237]"
木,木,541.6395,['木'],"[17312, 101]"
嘉,口,54.8346,"['囗', '口']","[161, 246, 231]"
穆,禾,14.2765,['禾'],"[163, 102, 228]"
练,纟,141.2148,"['糸', '纟']","[163, 119, 225]"
糨,米,0.1235,['米'],"[163, 111, 101]"
票,示,811.5753,"['礻', '示']","[163, 98, 101]"
莴,艹,1.5407,['艹'],"[164, 236, 112]"
版,片,821.6148,['片'],[48304]
西,覀,944.563,['覀'],"[164, 98, 123]"
突,穴,308.9185,['穴'],"[163, 103, 223]"
尝,小,67.2,['小'],"[22887, 251]"
钳,钅,2.4395,"['钅', '金']","[165, 240, 111]"
乒,丿,3.8272,"['丿', '乀', '乁']","[20046, 240]"
摒,扌,1.5062,"['扌', '手']","[162, 239, 240]"
煞,灬,6.7012,"['火', '灬']","[163, 227, 252]"
冠,冖,96.8,['冖'],"[37863, 254]"
剧,刂,226.9728,"['刂', '刀']","[30298, 100]"
资,贝,240.721,"['貝', '贝']","[164, 113, 226]"
损,扌,45.3728,"['扌', '手']","[162, 235, 253]"
蚀,虫,6.1037,['虫'],"[164, 248, 222]"
举,丶,176.0296,['丶'],"[10310, 122]"
千,十,287.2988,['十'],"[39355, 225]"
仪,亻,42.3951,"['人', '亻']","[20015, 103]"
样,木,2035.042,['木'],"[43718, 115]"
留,田,331.5605,['田'],"[45911, 247]"
钟,钅,377.3037,"['钅', '金']","[165, 240, 253]"
弟,弓,268.5284,['弓'],"[28156, 253]"
寒,宀,205.3531,['宀'],"[43380, 240]"
掮,扌,0.3407,"['扌', '手']","[162, 236, 106]"
搏,扌,23.4963,"['扌', '手']","[162, 238, 237]"
琐,王,16.158,"['王', '玉']","[49426, 238]"
洪,氵,22.7704,"['氺', '水', '氵']","[162, 112, 103]"
吞,口,23.0025,"['囗', '口']","[28938, 252]"
领,页,408.5926,"['頁', '页']","[165, 95, 228]"
单,十,559.6691,['十'],"[39355, 243]"
肚,月,126.9333,['月'],"[164, 224, 248]"
瑟,王,39.8025,"['王', '玉']","[163, 239, 253]"
走,走,1060.6222,['走'],"[164, 113, 108]"
贤,贝,35.0914,"['貝', '贝']","[164, 112, 97]"
明,日,1497.1012,['日'],"[23626, 236]"
驳,马,7.4469,"['馬', '马']","[165, 102, 111]"
酸,酉,119.5852,['酉'],"[165, 227, 116]"
洼,氵,1.0222,"['氺', '水', '氵']","[162, 112, 120]"
平,干,585.0321,['干'],"[33176, 111]"
贪,贝,38.3852,"['貝', '贝']","[164, 112, 103]"
夹,大,46.1333,['大'],"[13783, 117]"
卡,卜,331.8074,['卜'],"[39355, 94]"
据,扌,199.3531,"['扌', '手']","[162, 235, 106]"
星,日,720.479,['日'],"[23626, 253]"
奈,大,72.0247,['大'],"[25001, 230]"
爬,爪,71.921,['爪'],"[163, 230, 105]"
弈,廾,1.6346,['廾'],"[28156, 230]"
磁,石,14.8296,['石'],"[163, 96, 223]"
残,歹,93.9457,['歹'],"[162, 106, 233]"
幸,干,746.9235,['干'],"[33176, 116]"
停,亻,272.7951,"['人', '亻']","[161, 223, 250]"
失,大,654.0148,['大'],"[13783, 109]"
极,木,219.4123,['木'],"[162, 252, 223]"
核,木,50.163,['木'],"[43718, 116]"
左,工,211.8123,['工'],"[32432, 99]"
柱,木,13.0864,['木'],"[162, 253, 109]"
居,尸,349.4914,['尸'],"[161, 109, 227]"
傻,亻,205.679,"['人', '亻']","[43636, 119]"
智,日,158.5235,['日'],"[162, 247, 118]"
莽,艹,3.916,['艹'],"[164, 236, 121]"
惊,忄,292.3852,"['心', '忄']","[46349, 232]"
爷,父,158.237,['父'],"[163, 230, 115]"
牵,牛,70.8741,"['牜', '牛']","[31965, 113]"
切,刀,555.2889,"['刂', '刀']","[26344, 229]"
减,冫,124.5333,['冫'],"[49035, 237]"
死,歹,1097.5753,['歹'],"[29826, 119]"
角,角,263.2444,['角'],"[164, 100, 240]"
辣,辛,83.7235,['辛'],"[164, 122, 96]"
雏,隹,2.963,['隹'],"[37239, 237]"
灸,火,1.6988,"['火', '灬']","[163, 223, 116]"
姻,女,45.0173,['女'],"[34650, 119]"
穿,穴,323.9012,['穴'],"[163, 102, 123]"
船,舟,153.1556,['舟'],"[48958, 117]"
导,寸,239.5654,['寸'],"[43380, 120]"
丰,丨,117.4815,['丨'],"[10310, 108]"
页,页,120.2272,"['頁', '页']","[165, 94, 113]"
裤,衤,122.242,"['衣', '衤']","[32518, 97]"
亮,亠,441.8864,['亠'],"[12859, 106]"
吧,口,3244.4938,"['囗', '口']","[28938, 100]"
陌,阝,53.042,"['邑', '阜', '阝']","[165, 247, 234]"
修,亻,266.1778,"['人', '亻']","[46479, 106]"
诚,讠,112.8642,"['讠', '言']","[46237, 248]"
休,亻,215.9012,"['人', '亻']","[27670, 239]"
军,冖,286.084,['冖'],"[37863, 249]"
质,贝,215.3481,"['貝', '贝']","[164, 112, 101]"
和,口,3336.2765,"['囗', '口']","[161, 240, 234]"
答,⺮,197.2049,"['⺮', '竹']","[163, 18433]"
模,木,263.2691,['木'],"[162, 101, 94]"
嫂,女,17.4617,['女'],"[161, 104, 224]"
紫,糸,52.2716,"['糸', '纟']","[163, 112, 104]"
浑,氵,22.5778,"['氺', '水', '氵']","[38184, 239]"
敷,攵,18.3012,"['攴', '攵']","[46763, 115]"
短,矢,294.3951,['矢'],"[163, 253, 255]"
萦,艹,2.6074,['艹'],"[164, 238, 99]"
抵,扌,46.1136,"['扌', '手']","[162, 232, 113]"
雷,雨,137.3926,['雨'],"[37239, 115]"
逻,辶,13.1111,['辶'],"[34460, 119]"
商,口,211.2049,"['囗', '口']","[161, 243, 228]"
文,文,665.6148,['文'],"[23877, 229]"
法,氵,826.637,"['氺', '水', '氵']","[37345, 243]"
甭,用,3.1901,['用'],"[18796, 255]"
菜,艹,287.1012,['艹'],"[164, 237, 250]"
翻,羽,249.6938,['羽'],"[163, 123, 119]"
父,父,270.4889,['父'],"[163, 230, 114]"
削,刂,12.4099,"['刂', '刀']","[30298, 232]"
持,扌,591.516,"['扌', '手']","[162, 234, 223]"
紧,糸,340.0395,"['糸', '纟']","[163, 112, 100]"
奠,大,2.958,['大'],"[25001, 254]"
腱,月,1.1901,['月'],"[164, 227, 109]"
灌,氵,30.9284,"['氺', '水', '氵']","[163, 223, 234]"
先,儿,722.8444,['儿'],"[17739, 230]"
露,雨,115.2988,['雨'],"[165, 250, 110]"
虚,虍,91.9259,['虍'],"[164, 247, 248]"
依,亻,200.6617,"['人', '亻']","[160, 122, 251]"
信,亻,1449.4864,"['人', '亻']","[46479, 94]"
耸,耳,3.1753,['耳'],"[32003, 116]"
男,田,842.9086,['田'],"[18796, 115]"
柔,木,77.9358,['木'],"[162, 253, 242]"
要,覀,5882.4642,['覀'],"[17358, 223]"
喷,口,39.3679,"['囗', '口']","[161, 244, 115]"
逃,辶,104.4593,['辶'],"[34460, 225]"
香,香,324.3111,['香'],"[165, 99, 247]"
蔡,艹,22.1284,['艹'],"[164, 242, 94]"
康,广,269.4272,['广'],"[41753, 115]"
承,手,155.6099,"['扌', '手']","[33699, 123]"
神,礻,1114.3556,"['礻', '示']",[15351]
南,十,336.8247,['十'],"[39355, 245]"
呕,口,16.7407,"['囗', '口']","[37772, 243]"
擒,扌,4.242,"['扌', '手']","[162, 241, 240]"
路,足,834.2963,['足'],"[164, 115, 107]"
增,土,379.0716,['土'],"[161, 95, 252]"
家,宀,4086.3062,['宀'],"[22522, 114]"
托,扌,149.3383,"['扌', '手']","[33699, 246]"
射,寸,205.8765,['寸'],"[22887, 226]"
坡,土,35.0123,['土'],"[161, 251, 94]"
哀,口,42.4741,"['囗', '口']","[161, 241, 222]"
创,刂,174.2914,"['刂', '刀']","[26344, 249]"
倾,亻,55.8222,"['人', '亻']","[161, 222, 122]"
绝,纟,316.5778,"['糸', '纟']","[163, 119, 251]"
硬,石,73.4025,['石'],"[163, 94, 105]"
聆,耳,12.4741,['耳'],"[164, 223, 228]"
万,一,576.3111,['一'],"[10310, 229]"
楼,木,207.5951,['木'],"[162, 98, 120]"
膝,月,18.4494,['月'],"[164, 228, 251]"
理,王,784.5877,"['王', '玉']","[49426, 228]"
哄,口,20.2914,"['囗', '口']","[161, 241, 226]"
浓,氵,57.0716,"['氺', '水', '氵']","[38184, 241]"
泥,氵,44.9679,"['氺', '水', '氵']","[37345, 98]"
诧,讠,2.5383,"['讠', '言']","[46237, 100]"
机,木,1506.3259,['木'],"[17312, 118]"
配,酉,200.5975,['酉'],"[165, 227, 235]"
莹,艹,10.9185,['艹'],"[164, 236, 117]"
火,火,528.6667,"['火', '灬']","[163, 43769]"
躲,身,49.2395,['身'],"[164, 118, 110]"
带,巾,754.6864,['巾'],"[30585, 99]"
牙,牙,140.8642,['牙'],"[31965, 247]"
农,冖,92.8691,['冖'],"[37863, 250]"
检,木,107.8123,['木'],"[162, 96, 222]"
弛,弓,2.4988,['弓'],"[28156, 249]"
球,王,416.8346,"['王', '玉']","[49426, 225]"
有,月,9599.9556,['月'],"[17312, 231]"
值,亻,296.079,"['人', '亻']","[161, 222, 120]"
水,水,850.958,"['氺', '水', '氵']","[36365, 112]"
支,支,393.4667,['支'],"[162, 242, 107]"
哗,口,11.0617,"['囗', '口']","[161, 241, 245]"
感,心,1651.6148,"['心', '忄']","[35707, 253]"
孕,子,46.9926,['子'],"[27764, 243]"
泛,氵,17.0864,"['氺', '水', '氵']","[37345, 249]"
抒,扌,3.4864,"['扌', '手']","[162, 232, 240]"
等,⺮,1261.6889,"['⺮', '竹']","[163, 255, 231]"
凄,冫,14.6765,['冫'],"[49035, 226]"
归,彐,144.163,"['彐', '彑']","[37605, 240]"
鳞,鱼,4.9926,"['鱼', '魚']","[165, 111, 252]"
破,石,208.8049,['石'],"[163, 254, 112]"
薪,艹,25.5753,['艹'],"[164, 244, 103]"
幻,幺,110.8593,['幺'],"[33176, 119]"
轮,车,93.6,"['车', '車']","[164, 121, 106]"
姊,女,5.9802,['女'],"[34650, 232]"
驽,马,0.079,"['馬', '马']","[165, 102, 121]"
饱,饣,70.9679,"['飠', '饣', '食']","[165, 98, 109]"
屯,屮,4.8395,['屮'],"[161, 109, 107]"
搅,扌,25.4123,"['扌', '手']","[162, 238, 227]"
顶,页,158.5679,"['頁', '页']","[165, 94, 114]"
党,儿,53.116,['儿'],"[17739, 248]"
珂,王,2.4247,"['王', '玉']","[163, 237, 224]"
经,纟,1400.4494,"['糸', '纟']","[163, 119, 237]"
洋,氵,102.4642,"['氺', '水', '氵']","[162, 112, 233]"
畅,田,54.6123,['田'],"[45911, 227]"
元,儿,460.5827,['儿'],"[17739, 225]"
报,扌,386.321,"['扌', '手']","[162, 232, 98]"
宣,宀,62.3111,['宀'],"[22522, 96]"
贬,贝,5.2938,"['貝', '贝']","[164, 112, 105]"
波,氵,179.3284,"['氺', '水', '氵']","[37345, 95]"
愁,心,39.7432,"['心', '忄']","[35707, 223]"
帽,巾,72.2914,['巾'],"[30585, 121]"
胚,月,1.5012,['月'],"[47797, 248]"
煤,火,13.6543,"['火', '灬']","[163, 227, 97]"
翅,羽,27.279,['羽'],"[163, 123, 227]"
峡,山,14.5975,['山'],"[161, 111, 94]"
店,广,638.2123,['广'],"[41753, 245]"
戒,戈,106.2815,['戈'],"[162, 7134]"
齐,齐,72.1531,"['齐', '齊']","[165, 121, 238]"
色,色,801.7284,['色'],"[164, 231, 110]"
摧,扌,13.8222,"['扌', '手']","[162, 239, 100]"
遇,辶,358.8049,['辶'],"[34402, 229]"
裴,衣,1.4519,"['衣', '衤']","[32518, 112]"
泰,氺,67.3778,"['氺', '水', '氵']","[37345, 108]"
来,木,6988.9086,['木'],"[30266, 98]"
超,走,1189.7877,['走'],"[164, 41678]"
舀,臼,1.2,['臼'],"[48958, 222]"
按,扌,176.0741,"['扌', '手']","[162, 234, 231]"
致,至,155.5358,['至'],"[164, 229, 112]"
歌,欠,451.6691,['欠'],"[29826, 234]"
化,匕,422.484,['匕'],"[44293, 244]"
啸,口,19.2889,"['囗', '口']","[161, 243, 116]"
这,辶,7190.5037,['辶'],"[32573, 247]"
欣,欠,71.4025,['欠'],"[162, 105, 96]"
缜,纟,0.6716,"['糸', '纟']","[163, 120, 250]"
母,母,247.679,"['毋', '母']","[162, 107, 235]"
鉴,金,39.3728,"['钅', '金']","[165, 231, 112]"
退,辶,128.4,['辶'],"[34460, 222]"
炒,火,84.0148,"['火', '灬']","[163, 224, 240]"
溺,氵,8.2123,"['氺', '水', '氵']","[162, 118, 118]"
屠,尸,21.3926,['尸'],"[161, 109, 254]"
微,彳,2807.684,['彳'],"[36181, 106]"
镖,钅,6.7259,"['钅', '金']","[165, 243, 244]"
亲,亠,863.8469,['亠'],"[12859, 110]"
附,阝,60.6716,"['邑', '阜', '阝']","[165, 247, 226]"
扦,扌,0.0889,"['扌', '手']","[33699, 99]"
衬,衤,32.2222,"['衣', '衤']","[26193, 105]"
沃,氵,40.0395,"['氺', '水', '氵']","[162, 110, 225]"
枝,木,48.3951,['木'],"[162, 252, 251]"
汉,氵,108.9235,"['氺', '水', '氵']","[162, 109, 231]"
面,面,1395.4321,['面'],"[165, 251, 95]"
愧,忄,24.4049,"['心', '忄']","[35707, 100]"
颠,页,26.6074,"['頁', '页']","[165, 95, 254]"
侦,亻,52.0099,"['人', '亻']","[160, 122, 99]"
服,月,546.3556,['月'],"[17312, 235]"
惹,心,47.2148,"['心', '忄']","[46349, 117]"
土,土,106.884,['土'],"[28839, 253]"
捎,扌,2.6617,"['扌', '手']","[162, 235, 236]"
呆,口,105.5852,"['囗', '口']","[37772, 228]"
崩,山,40.4444,['山'],"[161, 112, 102]"
卖,十,217.0716,['十'],"[39355, 244]"
伯,亻,64.4049,"['人', '亻']","[27670, 107]"
地,土,2165.5259,['土'],"[28839, 108]"
货,贝,208.484,"['貝', '贝']","[164, 112, 100]"
吸,口,163.3975,"['囗', '口']","[28938, 116]"
险,阝,138.8691,"['邑', '阜', '阝']","[165, 247, 102]"
衣,衣,403.3679,"['衣', '衤']","[26193, 96]"
萌,艹,70.7111,['艹'],"[164, 238, 234]"
藤,艹,11.5605,['艹'],"[164, 245, 97]"
沙,氵,134.0,"['氺', '水', '氵']","[162, 110, 247]"
逮,辶,19.842,['辶'],"[34460, 106]"
历,厂,209.3926,['厂'],"[43889, 228]"
腹,月,35.3975,['月'],"[164, 227, 117]"
劫,力,41.4815,['力'],"[27950, 104]"
严,一,121.358,['一'],"[10310, 98]"
删,刂,42.8346,"['刂', '刀']","[26344, 254]"
跛,足,0.7457,['足'],"[164, 115, 249]"
永,水,353.121,"['氺', '水', '氵']","[36365, 116]"
官,宀,220.0494,['宀'],"[22522, 246]"
画,田,402.4593,['田'],"[18796, 119]"
舍,舌,117.0667,['舌'],"[48958, 235]"
看,目,4002.8444,['目'],"[40367, 233]"
炮,火,187.9654,"['火', '灬']","[163, 224, 106]"
展,尸,184.6815,['尸'],"[161, 109, 243]"
薏,艹,3.3975,['艹'],"[164, 244, 237]"
斑,文,26.3753,['文'],"[23877, 239]"
就,尢,5922.9284,"['尣', '尢', '兀']","[22887, 109]"
町,田,1.6049,['田'],"[18796, 118]"
股,月,134.163,['月'],"[164, 224, 94]"
规,见,120.0444,"['见', '見']","[164, 100, 226]"
剥,刂,15.5111,"['刂', '刀']","[30298, 98]"
乘,丿,43.684,"['丿', '乀', '乁']","[20046, 246]"
骚,马,39.442,"['馬', '马']","[165, 103, 248]"
圣,土,149.679,['土'],"[28839, 96]"
仆,亻,11.0765,"['人', '亻']","[20015, 228]"
安,宀,1186.3111,['宀'],"[22522, 231]"
蜈,虫,1.8469,['虫'],"[164, 250, 230]"
招,扌,127.6889,"['扌', '手']","[162, 233, 249]"
横,木,50.884,['木'],"[162, 101, 103]"
汕,氵,13.6247,"['氺', '水', '氵']","[162, 109, 243]"
蠢,虫,51.4123,['虫'],"[164, 254, 95]"
剪,刀,79.2889,"['刂', '刀']","[30298, 103]"
皇,白,103.842,['白'],"[19021, 229]"
妮,女,47.9259,['女'],"[36685, 106]"
请,讠,623.1457,"['讠', '言']","[46237, 115]"
陷,阝,46.9926,"['邑', '阜', '阝']","[165, 247, 115]"
赛,贝,256.316,"['貝', '贝']","[164, 113, 249]"
讲,讠,222.9037,"['讠', '言']","[164, 106, 110]"
醋,酉,30.4346,['酉'],"[165, 228, 233]"
疼,疒,197.9062,['疒'],"[163, 244, 120]"
斗,斗,283.0914,['斗'],"[23877, 245]"
年,干,4967.0963,['干'],"[33176, 112]"
调,讠,284.5481,"['讠', '言']","[164, 108, 225]"
拖,扌,70.6272,"['扌', '手']","[162, 233, 244]"
雌,隹,4.716,['隹'],"[37239, 234]"
结,纟,754.2321,"['糸', '纟']","[163, 119, 241]"
翼,羽,28.9531,['羽'],"[163, 123, 120]"
美,羊,1496.479,['羊'],"[163, 122, 236]"
充,儿,222.0,['儿'],"[17739, 227]"
庇,广,5.2444,['广'],"[41753, 229]"
衿,衤,0.2173,"['衣', '衤']","[26193, 123]"
便,亻,333.1753,"['人', '亻']","[160, 122, 123]"
荒,艹,43.7481,['艹'],"[164, 235, 240]"
秒,禾,123.8321,['禾'],"[163, 100, 240]"
卸,卩,19.7136,['卩'],"[39355, 116]"
副,刂,58.1728,"['刂', '刀']","[30298, 107]"
蔚,艹,4.1679,['艹'],"[164, 242, 248]"
败,贝,169.9062,"['貝', '贝']","[164, 112, 98]"
困,囗,218.6914,"['囗', '口']","[32368, 108]"
撤,扌,18.0346,"['扌', '手']","[162, 240, 97]"
选,辶,746.9728,['辶'],"[34460, 231]"
移,禾,98.6222,['禾'],"[163, 100, 119]"
分,刀,2623.8716,"['刂', '刀']","[26344, 228]"
汤,氵,115.1753,"['氺', '水', '氵']","[162, 109, 97]"
合,口,550.8,"['囗', '口']","[28938, 230]"
适,辶,208.4494,['辶'],"[34460, 224]"
秀,禾,178.6914,['禾'],"[163, 100, 222]"
同,口,1060.7556,"['囗', '口']","[28938, 234]"
淘,氵,128.4099,"['氺', '水', '氵']","[162, 115, 246]"
蜂,虫,39.8074,['虫'],"[164, 250, 224]"
东,一,805.9358,['一'],"[10310, 250]"
胀,月,14.2173,['月'],"[47797, 222]"
表,衣,955.9407,"['衣', '衤']","[26193, 101]"
絮,糸,23.6198,"['糸', '纟']","[163, 113, 106]"
窝,穴,94.9778,['穴'],"[163, 103, 251]"
顽,页,10.2963,"['頁', '页']","[165, 94, 121]"
诱,讠,49.4469,"['讠', '言']","[46237, 109]"
糟,米,97.0519,['米'],"[163, 111, 253]"
其,八,747.7383,"['丷', '八']","[17739, 114]"
满,氵,410.8889,"['氺', '水', '氵']","[162, 119, 94]"
税,禾,26.7309,['禾'],"[163, 101, 236]"
风,风,680.2173,"['风', '風']","[45617, 236]"
济,氵,69.1407,"['氺', '水', '氵']","[38184, 236]"
营,艹,151.3877,['艹'],"[164, 238, 98]"
扑,扌,126.7753,"['扌', '手']","[33699, 239]"
找,扌,890.479,"['扌', '手']","[33699, 122]"
习,乙,288.8148,"['乙', '乚', '乛']","[20046, 254]"
贯,贝,11.8222,"['貝', '贝']","[164, 112, 107]"
限,阝,182.2123,"['邑', '阜', '阝']","[165, 247, 238]"
恰,忄,23.363,"['心', '忄']","[162, 223, 108]"
狙,犭,4.4049,"['犬', '犭']","[45379, 247]"
耽,耳,8.4346,['耳'],"[32003, 121]"
朽,木,4.3605,['木'],"[17312, 121]"
殖,歹,6.479,['歹'],"[162, 106, 244]"
闲,门,93.5358,"['門', '门']","[29785, 110]"
俭,亻,4.0247,"['人', '亻']","[46479, 255]"
曙,日,3.2,['日'],"[162, 249, 247]"
毁,殳,66.9185,['殳'],"[162, 107, 223]"
杂,木,109.4173,['木'],"[30266, 224]"
形,彡,174.8296,['彡'],"[37605, 95]"
伸,亻,64.2568,"['人', '亻']","[27670, 116]"
懒,忄,92.2469,"['心', '忄']","[162, 229, 240]"
仓,人,30.6765,"['人', '亻']","[20015, 241]"
捐,扌,25.1506,"['扌', '手']","[162, 235, 238]"
懵,忄,5.8222,"['心', '忄']","[162, 229, 113]"
陈,阝,122.2173,"['邑', '阜', '阝']","[165, 247, 230]"
汞,水,0.9086,"['氺', '水', '氵']","[162, 109, 252]"
琪,王,15.5901,"['王', '玉']","[49426, 103]"
撇,扌,6.563,"['扌', '手']","[162, 240, 229]"
续,纟,513.0568,"['糸', '纟']","[163, 119, 255]"
庙,广,25.4519,['广'],"[41753, 247]"
播,扌,185.6296,"['扌', '手']","[162, 240, 255]"
革,革,55.9901,['革'],"[165, 251, 102]"
乍,丿,3.8222,"['丿', '乀', '乁']","[20046, 235]"
字,子,458.5333,['子'],"[27764, 245]"
鬣,髟,0.158,['髟'],"[165, 105, 96]"
正,止,1244.7901,['止'],"[29826, 96]"
吾,口,55.1753,"['囗', '口']","[28938, 122]"
颐,页,2.4741,"['頁', '页']","[165, 95, 238]"
猕,犭,5.3728,"['犬', '犭']","[163, 234, 243]"
狼,犭,81.0025,"['犬', '犭']","[45379, 120]"
闸,门,5.0321,"['門', '门']","[29785, 116]"
妳,女,24.9284,['女'],"[36685, 111]"
哨,口,6.163,"['囗', '口']","[161, 241, 101]"
谎,讠,68.7012,"['讠', '言']","[164, 108, 236]"
柿,木,14.1728,['木'],"[162, 253, 123]"
岗,山,25.6938,['山'],"[161, 110, 245]"
准,冫,425.5012,['冫'],"[49035, 228]"
昧,日,19.042,['日'],"[23626, 100]"
提,扌,425.4074,"['扌', '手']","[162, 237, 238]"
屹,山,1.4321,['山'],"[161, 109, 117]"
入,入,662.6519,['入'],"[17739, 98]"
透,辶,99.1407,['辶'],"[34460, 237]"
饮,饣,111.6148,"['飠', '饣', '食']","[165, 98, 106]"
炬,火,4.6815,"['火', '灬']","[163, 8955]"
绳,纟,18.9877,"['糸', '纟']","[163, 119, 111]"
掺,扌,4.5432,"['扌', '手']","[162, 236, 118]"
渔,氵,12.9975,"['氺', '水', '氵']","[162, 116, 242]"
韦,韦,23.521,"['韋', '韦']","[165, 253, 99]"
苍,艹,37.4519,['艹'],"[164, 233, 235]"
围,囗,274.558,"['囗', '口']","[32368, 112]"
压,厂,185.516,['厂'],"[161, 23329]"
缕,纟,6.7012,"['糸', '纟']","[163, 120, 243]"
住,亻,667.8864,"['人', '亻']","[19526, 237]"
豺,豸,0.5679,['豸'],"[164, 109, 118]"
么,丿,5856.5728,"['丿', '乀', '乁']","[20046, 230]"
嗤,口,1.0321,"['囗', '口']","[161, 245, 97]"
引,弓,186.4,['弓'],"[28156, 243]"
弥,弓,30.5975,['弓'],"[28156, 98]"
扫,扌,94.6864,"['扌', '手']","[33699, 104]"
非,非,504.3506,['非'],"[165, 251, 252]"
旱,日,6.1136,['日'],"[33768, 109]"
暮,日,11.1012,['日'],"[162, 248, 106]"
随,阝,371.1901,"['邑', '阜', '阝']","[49694, 237]"
乳,乙,47.9358,"['乙', '乚', '乛']","[20046, 111]"
猜,犭,247.3086,"['犬', '犭']","[163, 234, 250]"
抢,扌,241.4173,"['扌', '手']","[162, 232, 95]"
忌,心,51.5309,"['心', '忄']","[33232, 234]"
欠,欠,48.8494,['欠'],"[162, 105, 254]"
升,十,487.5012,['十'],"[39355, 229]"
蚕,虫,3.0765,['虫'],"[164, 248, 243]"
旗,方,51.6593,['方'],"[33768, 245]"
条,木,359.4123,['木'],"[30266, 94]"
糕,米,122.0444,['米'],"[163, 111, 243]"
兀,儿,1.1802,['儿'],"[17739, 222]"
扬,扌,50.8444,"['扌', '手']","[33699, 105]"
腾,月,120.0049,['月'],"[164, 227, 122]"
气,气,1064.2914,['气'],"[36365, 242]"
尽,尸,268.6469,['尸'],"[22887, 121]"
外,夕,741.437,['夕'],"[13783, 244]"
茧,艹,2.8741,['艹'],"[164, 234, 100]"
摇,扌,68.9531,"['扌', '手']","[162, 239, 229]"
降,阝,131.1605,"['邑', '阜', '阝']","[165, 247, 235]"
贩,贝,24.8148,"['貝', '贝']","[164, 112, 102]"
嚼,口,10.321,"['囗', '口']","[161, 248, 120]"
狂,犭,208.0049,"['犬', '犭']","[45379, 224]"
还,辶,3703.8222,['辶'],"[32573, 246]"
