,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither
22,咆,口,1.4461893050214285,"('囗', '口')","[161, 240, 228]",3,e59286,100,"['嚏', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '噘', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",99,"['酒', '憾', '疼', '鲇', '狒', '璨', '疥', '骤', '痦', '螈', '患', '蹴', '燻', '腾', '腹', '狩', '蜥', '犄', '腊', '矾', '脖', '翡', '蜉', '蔚', '蛇', '悉', '妙', '蛐', '煨', '痒', '疵', '脸', '瑙', '犊', '妩', '膳', '脓', '榜', '腿', '傀', '瞧', '饮', '蔵', '悼', '婉', '垮', '魇', '鸿', '莴', '莽', '骚', '脊', '潦', '狈', '炽', '炼', '鹉', '痤', '熹', '澡', '醛', '魏', '媾', '糊', '蝗', '橘', '槲', '蜢', '砖', '襁', '妹', '蹩', '鸦', '蕾', '矢', '醚', '螃', '瘦', '襟', '螳', '翌', '蟾', '脔', '娣', '踵', '烛', '腱', '蜗', '莨', '魄']",咪,脖
23,鲨,魚,2.2886585675460975,"('鱼', '魚')","[165, 110, 101]",3,e9b2a8,34,['鳄'],1,"['垠', '潦', '砍', '梧', '娃', '噢', '蜜', '蹼', '樽', '矛', '疯', '狂', '砚', '妮', '噪', '咙', '炙', '蓟', '悃', '饲', '嗯', '狈', '髻', '嘟', '梦', '麝', '藜', '璜', '鸿', '嘉', '蟾', '莓', '蹴', '慎', '搁', '骄', '痉', '鹃', '蛹', '蚶', '擅', '骛', '痣', '薇', '垢', '踵', '鞭', '鉴', '踢', '瀑', '蜢', '藤', '瘠', '糖', '妯', '褒', '骤', '咋', '烛', '娣', '膨', '蟋', '嘬', '脉', '娇', '熠', '潢', '悲', '矮', '儡', '瞩', '潜', '脱', '蛤', '骡', '潮', '麋', '炫', '著', '噫', '脚', '鄂', '橱', '烈', '崖', '咲', '媳', '熙', '蚪', '疝', '澄', '嫦', '瞠', '疲', '蚍', '莽']",鳄,搁
24,嚏,口,1.9212661067139596,"('囗', '口')","[161, 248, 237]",3,e59a8f,100,"['咆', '咸', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '噘', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",99,"['薄', '脂', '踟', '潇', '蹋', '蜃', '鹌', '懊', '饯', '鹕', '携', '蝰', '蓝', '蒋', '薇', '莽', '饷', '瀣', '蟑', '蟠', '莅', '饕', '独', '樵', '樊', '鲶', '酒', '醮', '蹭', '翡', '脱', '醋', '鹫', '踏', '垢', '饲', '蒜', '糁', '炕', '疸', '砣', '椽', '憔', '娇', '崖', '骥', '擤', '鹤', '骑', '妙', '蜍', '炳', '崛', '疗', '鸵', '瓜', '痤', '蹲', '脖', '煤', '蝎', '婚', '髋', '腥', '骄', '糗', '威', '蚤', '瓤', '鲛', '娥', '鬣', '蟀', '植', '踝', '犬', '膜', '蟒', '崽', '薛', '莺', '翩', '鸠', '糊', '膺', '蜀', '嬗', '鼬', '韬', '脑', '椎']",嗲,椎
25,褶,衤,1.558270925858856,"('衣', '衤')","[164, 97, 114]",3,e8a4b6,13,"['襁', '褐', '褥', '褪', '襟', '褂', '褡', '褴', '褓', '褛']",10,"['娥', '症', '娼', '饲', '糍', '蹩', '酿', '髌', '嘶', '翅', '嘴', '樵', '娘', '骆', '悴', '瘸', '酋', '腻', '峦', '翟', '鱼', '潢', '榨', '獭', '翱', '垠', '蔗', '妃', '咒', '嫂', '踩', '骁', '矍', '噼', '饷', '垂', '嬉', '踉', '犸', '蚕', '蝌', '醺', '髦', '莎', '酷', '腺', '炳', '藜', '薄', '娱', '蜊', '骶', '蜴', '醛', '咄', '醍', '腱', '磁', '咔', '鹜', '搀', '瞪', '董', '砝', '嘤', '蝴', '瓶', '痍', '韧', '婊', '蠕', '榷', '咨', '疼', '瘴', '踊', '蔽', '妯', '矾', '悖', '韶', '蒋', '嘱', '韵', '垢', '咩', '翌', '破', '嚎', '蝙', '蝇', '鄙', '瘾', '媳', '砚', '蜻', '燥', '痤', '梓', '犯']",褡,髌
26,痕,疒,3.6581650594325694,"('疒',)","[163, 245, 243]",3,e79795,61,"['痛', '病', '瘤', '疲', '瘫', '疯', '疾', '疼', '疡', '疥', '瘪', '痨', '瘦', '痤', '疫', '疝', '痧', '症', '痂', '疚', '痞', '痴', '痰', '瘾', '痦', '瘢', '痉', '疗', '痿', '痩', '疙', '痘', '疖', '疮', '痢', '痔', '瘘', '疟', '瘟', '瘴', '痹', '疤', '痒', '瘸', '疱', '瘠', '疵', '痱', '痊', '痣', '疹', '疽', '疸', '瘩', '痫', '瘌', '疳', '痪', '瘁', '痍']",60,"['嗒', '娴', '蔓', '咦', '搞', '嵩', '噔', '嗙', '婶', '韦', '噌', '翅', '瀛', '嗳', '蝴', '褪', '酿', '砚', '脔', '蟑', '酵', '梵', '娓', '藕', '蘸', '煎', '崭', '蹭', '蛆', '嘹', '鞑', '咤', '蜗', '莨', '蝎', '腺', '猝', '梳', '樊', '鸠', '脆', '猥', '饱', '猩', '鹳', '垫', '煽', '鹉', '酥', '澄', '蒡', '憧', '翌', '咏', '鼠', '峭', '莞', '蝙', '蒸', '嗲', '嫂', '鸸', '瞧', '蝮', '踉', '脍', '悖', '葛', '膘', '煊', '熠', '峦', '骥', '澜', '蕨', '膝', '醐', '踪', '蒜', '婚', '醺', '鲟', '燥', '潞', '垢', '鹚', '鬓', '蚪', '榎', '蚝', '悲', '嚏', '糍']",痢,瀛
27,螺,虫,2.6750861408785425,"('虫',)","[164, 252, 118]",3,e89eba,89,"['蛰', '蟠', '蚀', '蜈', '蠢', '蜂', '蚕', '蝎', '蜥', '蚍', '蟋', '融', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '蜷', '蛋', '蛤', '蝰', '蟒', '蝉', '蛛', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蜗', '蝾', '蠕', '蟑', '蚱', '蛇', '蝇', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蠖', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蟆', '蝠', '蛭', '蜃']",88,"['懑', '瘟', '猜', '槛', '酋', '獗', '搏', '咯', '咄', '嗣', '踝', '煸', '崇', '憔', '噘', '瞒', '痤', '槁', '痹', '骏', '妖', '咩', '搔', '褥', '咒', '嘟', '擦', '鸪', '猛', '酮', '骚', '骡', '膺', '梧', '痕', '鸢', '娱', '鹫', '鲑', '葱', '醛', '械', '犹', '痣', '傻', '妻', '媒', '煽', '悲', '烯', '妮', '莉', '嗷', '傧', '砷', '潞', '鹋', '膳', '瑕', '炎', '嘹', '矮', '婚', '熨', '鳝', '潭', '瞿', '蒸', '脆', '垃', '鸿', '鳗', '蹿', '猝', '威', '褪', '腾', '莞', '磕', '嘬', '妍', '腓', '瘪', '橡', '垩']",蜢,鹫
28,骄,马,3.618961154550484,"('馬', '马')","[165, 103, 226]",3,e9aa84,17,"['骚', '骆', '骗', '骂', '骁', '骥', '骐', '骑', '骡', '骏', '骤', '骝', '骋', '骜', '骛']",15,"['懦', '咕', '嗲', '蜷', '饶', '瘴', '榉', '脂', '燮', '蟒', '踟', '犹', '猝', '嗒', '脚', '樟', '儆', '媳', '垣', '疸', '鳕', '烘', '擒', '腴', '悉', '蜃', '痕', '煅', '榆', '鹋', '娇', '擦', '炎', '砣', '鲜', '鸯', '蔫', '濡', '董', '搭', '蹒', '疱', '蘸', '烦', '骶', '蒂', '痘', '糗', '瘦', '懑', '蜢', '咀', '脔', '嚏', '鼻', '搋', '蓖', '炙', '鹚', '槃', '螅', '咎', '悄', '蛇', '狭', '蚝', '狗', '糠', '鹌', '椅', '烂', '痿', '蝻', '著', '嬗', '榜', '踌', '褪', '痦', '猴', '蛛', '梏', '椎', '糕', '鲇', '蝾', '蚪', '婆', '垒', '膈', '痤', '槌', '鳏', '鏖', '娶', '疵', '威', '踉', '痫', '蹊']",骑,娶
29,蛰,虫,0.036331929247390204,"('虫',)","[164, 249, 108]",3,e89bb0,89,"['螺', '蟠', '蚀', '蜈', '蠢', '蜂', '蚕', '蝎', '蜥', '蚍', '蟋', '融', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '蜷', '蛋', '蛤', '蝰', '蟒', '蝉', '蛛', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蜗', '蝾', '蠕', '蟑', '蚱', '蛇', '蝇', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蠖', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蟆', '蝠', '蛭', '蜃']",88,"['蹴', '疖', '酸', '骶', '瞅', '嗌', '妾', '饮', '葬', '疤', '樵', '腔', '酶', '腿', '翳', '鸾', '悃', '醍', '烯', '麸', '榛', '饱', '脑', '瘠', '橙', '犸', '槲', '烟', '躯', '擦', '踩', '髦', '煮', '鳕', '瑚', '脱', '崖', '嶂', '葵', '躏', '煽', '酚', '痣', '韵', '砍', '莓', '鄂', '嫖', '膺', '樘', '狗', '蒡', '瀣', '研', '垢', '瞄', '娃', '腼', '憾', '蒲', '瘫', '獗', '鸣', '嗷', '噙', '翰', '疡', '璞', '搅', '骁', '嘚', '麋', '莨', '踉', '疯', '薄', '潜', '莫', '蓓', '嚎', '犷', '咙', '鲇', '躇', '榉', '脚', '蔚', '鞘', '慢', '瞬', '酣', '嘭', '犟', '膊', '咳']",蚍,樘
30,娱,女,4.099761530587538,"('女',)","[161, 101, 109]",3,e5a8b1,69,"['嫌', '娇', '婚', '娼', '威', '嫂', '妮', '妳', '妇', '妖', '妓', '妻', '妄', '嫦', '妨', '娴', '妹', '妾', '妙', '妥', '嫡', '嫖', '婴', '嬉', '妒', '媚', '媳', '媒', '婢', '媲', '娘', '妞', '妩', '妃', '娟', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '娃', '婊', '婆', '嫉', '妍', '妈', '娥', '妲', '婀', '嬗', '娣', '嫔', '娓', '媾', '娆', '婿', '娌', '娠', '妪', '娩', '媛', '娜', '婪']",68,"['餮', '梧', '痕', '疵', '簧', '熄', '短', '蓑', '椽', '瑚', '峭', '炒', '咔', '榔', '韦', '瞠', '蓦', '鹧', '嘛', '蛤', '蹈', '蜡', '磷', '激', '烙', '莓', '咏', '瑶', '悠', '烤', '麒', '褂', '璜', '垒', '疗', '烧', '澄', '魄', '痩', '蹊', '椒', '鲤', '腆', '酿', '魂', '疑', '脯', '炸', '腼', '骸', '狂', '悯', '瞎', '翱', '蝉', '懑', '踩', '蛊', '疙', '饥', '腮', '梨', '瑟', '鹅', '悟', '饭', '蕴', '糗', '榷', '骗', '髻', '熙', '蛾', '瘫', '痱', '薯', '踊', '搂', '潭', '融', '疏', '鸫', '橄', '炽', '脸', '蛐', '酪', '嗒', '鹞', '嗳', '蒙', '煤', '咦', '痉', '鹤', '憔', '榨']",嫉,薯
31,娇,女,3.587624388440663,"('女',)","[161, 101, 229]",3,e5a887,69,"['嫌', '娱', '婚', '娼', '威', '嫂', '妮', '妳', '妇', '妖', '妓', '妻', '妄', '嫦', '妨', '娴', '妹', '妾', '妙', '妥', '嫡', '嫖', '婴', '嬉', '妒', '媚', '媳', '媒', '婢', '媲', '娘', '妞', '妩', '妃', '娟', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '娃', '婊', '婆', '嫉', '妍', '妈', '娥', '妲', '婀', '嬗', '娣', '嫔', '娓', '媾', '娆', '婿', '娌', '娠', '妪', '娩', '媛', '娜', '婪']",68,"['蜉', '骝', '麋', '疹', '狞', '腮', '咎', '躺', '橡', '憨', '瞻', '麦', '鲈', '携', '腥', '腺', '嘴', '榈', '蜇', '糗', '蛎', '鸨', '饲', '狡', '橘', '糅', '蹬', '嘛', '悍', '腿', '蒜', '嘟', '褡', '榜', '鸪', '嘶', '矩', '猢', '磋', '髻', '熹', '煮', '狮', '躏', '榆', '蝙', '梭', '梆', '糨', '擂', '梳', '腴', '磺', '踏', '犯', '疡', '蠕', '蹒', '槃', '慑', '猩', '梗', '嘹', '脊', '患', '鲭', '鳗', '鲍', '疵', '蝈', '憬', '鬃', '鹕', '咩', '瑚', '烊', '薰', '蚶', '躬', '矗', '嘻', '猝', '榷', '澈', '酝', '瘘', '儡', '砖', '脍', '懂', '咸', '莲', '瘢', '蜊', '樟']",妾,樟
32,蒜,艹,3.122201915607418,"('艹',)","[164, 240, 250]",3,e8929c,79,"['葱', '莴', '莽', '蔡', '莹', '薪', '藤', '薏', '蔚', '蔑', '藩', '蕴', '蓄', '薄', '蓬', '葬', '莲', '莫', '蔷', '蒙', '藜', '蓓', '蒸', '蔗', '莎', '董', '蔓', '葫', '蓉', '藕', '莞', '蓝', '蔵', '著', '藐', '莅', '蕃', '薛', '蕾', '蓖', '蒋', '蔽', '莓', '葵', '藿', '蓑', '蘑', '蓦', '薯', '蒂', '蒲', '蘸', '葡', '蕉', '蔬', '莱', '薰', '葛', '藉', '莺', '蕊', '蓟', '藻', '薇', '莨', '蔫', '薮', '莉', '蔼', '蔻', '蓿', '葺', '葩', '蒡', '葚', '葆', '藓', '蕨']",78,"['蜃', '犄', '蛛', '烙', '鸸', '悖', '澈', '醒', '榆', '猩', '痱', '噻', '瑟', '魅', '潢', '梓', '痘', '骥', '鞠', '嘈', '麓', '熬', '瘦', '狮', '瘾', '短', '梳', '腐', '瓦', '翳', '猜', '狸', '蛰', '鹰', '梁', '餐', '璜', '槽', '咏', '鉴', '酵', '鬼', '鬃', '瓷', '蹩', '榔', '鹚', '酷', '酮', '擤', '嘶', '垣', '狱', '蟑', '鸶', '狙', '疚', '澪', '鲁', '脸', '潦', '烩', '痦', '疏', '砂', '榷', '蜴', '瘪', '痞', '嚄', '痍', '咐', '鼬', '骑', '鲇', '娇', '醚', '痢', '槟', '娼', '燕', '梅', '槁', '踩', '鳕', '簇', '韦', '蚊', '蝉', '酪', '崔']",莴,簇
33,婚,女,5.832020004483109,"('女',)","[161, 102, 248]",3,e5a99a,69,"['嫌', '娱', '娇', '娼', '威', '嫂', '妮', '妳', '妇', '妖', '妓', '妻', '妄', '嫦', '妨', '娴', '妹', '妾', '妙', '妥', '嫡', '嫖', '婴', '嬉', '妒', '媚', '媳', '媒', '婢', '媲', '娘', '妞', '妩', '妃', '娟', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '娃', '婊', '婆', '嫉', '妍', '妈', '娥', '妲', '婀', '嬗', '娣', '嫔', '娓', '媾', '娆', '婿', '娌', '娠', '妪', '娩', '媛', '娜', '婪']",68,"['槽', '梏', '蒋', '酚', '莹', '砖', '鹉', '璀', '蜘', '鲣', '咒', '矬', '咫', '噜', '褒', '濡', '葱', '鳝', '踯', '懒', '蔓', '蠢', '痕', '璜', '鹰', '醺', '糁', '橱', '懦', '鼾', '蚯', '鸣', '澈', '横', '痂', '炖', '鸦', '嗌', '褛', '矮', '疹', '蝙', '痹', '瓦', '痤', '病', '狼', '狰', '燻', '犹', '蚪', '槲', '狸', '鲫', '慎', '傅', '磷', '蛭', '犒', '蚊', '悔', '瞠', '狄', '酵', '蝰', '鳃', '榎', '簪', '榜', '砒', '砍', '骡', '瓷', '咲', '瞅', '嚎', '蹟', '褥', '椁', '悠', '蘸', '烟', '疟', '嗳', '梨', '砺', '莓', '嗒', '腕', '疤', '症', '慕', '慈', '燎']",妹,病
34,磕,石,2.088661407788779,"('石',)","[163, 96, 243]",3,e7a395,31,"['砧', '矿', '磁', '破', '磊', '砂', '砾', '磨', '砸', '磷', '砌', '砚', '砒', '砖', '磺', '磅', '研', '砍', '矽', '砷', '砝', '磐', '磋', '砰', '砣', '砹', '矾', '砭', '砺', '砥']",30,"['蛾', '薏', '鹃', '梆', '咫', '狸', '鹈', '烈', '蒋', '狡', '蛔', '煽', '嗨', '蚕', '蜈', '蠕', '烩', '烘', '鸟', '鹫', '踵', '媾', '嘴', '瀛', '炸', '蔫', '翁', '矮', '痂', '咽', '糠', '翔', '痹', '搐', '搋', '膛', '瀣', '垄', '蔡', '鲲', '矜', '膏', '燻', '激', '骐', '蹿', '嘛', '酣', '烙', '咀', '蚊', '瘫', '骏', '蛛', '懈', '疗', '魏', '咩', '翱', '鬓', '噢', '鬼', '擀', '蛹', '妹', '褥', '蔽', '腐', '狐', '熨', '垫', '鲭', '褶', '鲡', '蝶', '蓿', '璐', '潢', '薰', '犁', '榄', '蜥', '嗌', '融', '蹩', '榛', '椰', '鸳', '翟', '嫂', '懑', '烛', '蓓', '瓶', '狮', '妳', '疤', '椭', '蚶', '蛇']",砰,薏
35,熟,灬,5.099745688828222,"('火', '灬')","[163, 228, 253]",3,e7869f,61,"['烹', '热', '煞', '熏', '燕', '燃', '烈', '煎', '熙', '熊', '煮', '熹', '熬', '煦']",14,"['酒', '鲲', '褡', '腕', '饲', '瓢', '痦', '憩', '榉', '鹈', '酶', '蹟', '蹲', '痉', '踊', '蜥', '饱', '砝', '威', '麾', '猖', '瞰', '搁', '腔', '疤', '翱', '骨', '椒', '娱', '褒', '疮', '犬', '鼯', '著', '鸟', '砌', '蜕', '嗣', '躅', '翻', '椎', '樊', '踪', '髦', '蟠', '骼', '砸', '磁', '榴', '咕', '嶙', '酷', '骑', '腐', '咩', '蔷', '鸡', '搪', '峨', '鲍', '蚪', '骰', '悍', '薄', '韬', '莲', '懈', '咸', '翟', '嶂', '娼', '饕', '悦', '翌', '酣', '鲜', '垦', '咎', '砾', '蛹', '蚱', '莓', '症', '榨', '婉', '蜀', '酝', '魇', '襄', '橄', '犟', '饰', '莎']",煮,莎
36,猎,犭,3.3543573148163373,"('犬', '犭')","[163, 234, 236]",3,e78c8e,45,"['狩', '狙', '猕', '狼', '猜', '狂', '独', '狸', '狮', '犯', '狡', '狗', '猫', '猪', '狒', '狭', '狠', '猛', '猿', '獠', '狱', '猴', '猩', '猝', '猖', '猥', '狐', '猢', '狄', '獭', '犷', '猡', '獗', '犸', '狲', '猬', '狈', '猾']",38,"['踹', '榴', '疮', '鹊', '蔓', '蹴', '娟', '餮', '腺', '脑', '矬', '翳', '咋', '妳', '蚝', '嗟', '腭', '膜', '樵', '蹙', '葫', '薇', '瞳', '腊', '蝎', '磨', '疳', '瑭', '潜', '蚓', '蜂', '蓿', '痔', '擂', '嚷', '瘘', '炙', '澈', '膨', '熬', '槲', '炉', '膳', '蜴', '翁', '砣', '痫', '矜', '娠', '蔼', '鼠', '蛔', '藿', '擅', '煤', '酸', '噪', '婉', '懈', '咙', '炫', '梏', '鸿', '媳', '煅', '瞻', '嘚', '蔗', '砹', '瞒', '椁', '翘', '犟', '鳕', '腿', '著', '醛', '鲁', '鲟', '嶂', '椒', '咨', '蒂', '娄', '鸪', '蝻', '榨', '噎', '蟑', '翟', '骼', '酮', '藕', '腥', '矮']",狐,媳
37,烦,火,5.6265547179546385,"('火', '灬')","[163, 225, 99]",3,e783a6,61,"['炕', '烤', '烟', '煤', '炒', '炮', '烬', '熄', '炼', '烛', '炖', '烘', '烧', '烫', '烩', '炊', '熔', '烙', '炉', '烂', '煅', '熨', '燮', '炷', '炫', '燎', '炎', '煲', '煸', '炸', '煊', '燥', '炯', '煽', '炳', '炙', '炽', '煨', '燻', '炆', '烷', '熠', '烊', '烃', '烯']",45,"['蹋', '濡', '嘉', '蝗', '鱿', '葆', '嫂', '莎', '蓉', '嗙', '疚', '葵', '蹒', '莱', '疸', '狮', '鲶', '咣', '猛', '蔫', '砹', '槃', '傲', '髓', '麟', '狰', '磐', '躁', '梗', '饥', '嗟', '躲', '饷', '骁', '踹', '蘑', '踞', '鱼', '嗤', '梯', '嫦', '嘈', '翅', '妓', '咆', '嘁', '蜘', '韩', '葛', '鼠', '莴', '嗲', '嫉', '嗅', '鲜', '嘟', '槛', '榉', '傍', '骝', '婿', '蜻', '鸦', '脚', '瞠', '蝌', '簸', '蚶', '磊', '腮', '嫖', '械', '媳', '鳝', '痣', '莅', '腱', '簿', '鲛', '躇', '妊', '嘛', '蟆', '薰', '咧', '蹼', '糟', '鲑', '嘴', '鹭', '脍', '咎', '蝶', '蹑', '酷']",烫,媳
38,慑,忄,1.076128069115121,"('心', '忄')","[162, 227, 239]",3,e68591,39,"['懊', '悔', '懒', '懵', '憎', '憾', '悖', '懂', '悯', '悄', '悍', '憧', '慢', '悦', '懦', '慎', '悼', '悴', '慷', '悟', '懈', '悃', '慨', '憔', '慵', '悸', '憬', '懑']",28,"['垛', '蹼', '瘾', '璜', '妩', '蜃', '榔', '鳄', '狡', '噬', '妈', '椿', '餮', '韧', '娟', '嘱', '蝣', '蒜', '嗽', '莽', '崩', '翱', '烊', '腺', '蕊', '蘑', '骋', '嘟', '藤', '鬃', '犄', '咣', '威', '蒋', '鲇', '鸬', '瞥', '猪', '蜇', '融', '翡', '砥', '鲜', '蛐', '鲨', '犷', '脑', '蔗', '麒', '脾', '瘠', '崎', '鹌', '簧', '妆', '擅', '妍', '嘣', '娼', '鹳', '鸨', '婆', '砸', '鳕', '簿', '犯', '矬', '蟹', '澎', '骗', '狒', '咬', '椽', '痛', '槁', '鹤', '峰', '搁', '狼', '魏', '咩', '咿', '蝎', '糅', '蚊', '麓', '嗯', '擦', '酋', '葺', '骑', '炙', '咙', '妹', '蜕', '妙', '榛', '脚', '砾']",悔,狼
39,炕,火,0.515275707439602,"('火', '灬')","[163, 224, 243]",3,e78295,61,"['烦', '烤', '烟', '煤', '炒', '炮', '烬', '熄', '炼', '烛', '炖', '烘', '烧', '烫', '烩', '炊', '熔', '烙', '炉', '烂', '煅', '熨', '燮', '炷', '炫', '燎', '炎', '煲', '煸', '炸', '煊', '燥', '炯', '煽', '炳', '炙', '炽', '煨', '燻', '炆', '烷', '熠', '烊', '烃', '烯']",45,"['褥', '娼', '膳', '莴', '蚜', '蟒', '酬', '蒡', '咂', '疝', '妖', '疡', '蛹', '蜇', '砰', '疙', '妯', '褐', '峨', '娃', '瑕', '婊', '橡', '榜', '梁', '醉', '董', '矛', '憩', '垠', '韩', '鸡', '嫖', '痕', '饨', '咪', '梳', '麟', '妳', '澄', '瀑', '娑', '鼻', '蹰', '潇', '矾', '猎', '砧', '瞠', '瘪', '咒', '鳌', '鲡', '褶', '猕', '蛋', '悍', '磷', '蚁', '嗑', '醋', '娠', '璜', '懒', '蛟', '悔', '魇', '濡', '研', '酮', '膨', '搽', '垄', '蒂', '骂', '饯', '儆', '魅', '痧', '薮', '鸦', '蜗', '嫁', '搀', '妞', '痿', '痣', '瑟', '憎', '犷', '糙', '犹']",炫,犹
40,咸,口,2.9684484316267925,"('囗', '口')","[161, 240, 116]",3,e592b8,100,"['咆', '嚏', '嘶', '嘉', '嗤', '嚼', '咏', '咕', '咽', '嗙', '嗄', '噘', '嗒', '噩', '咂', '嗲', '嘲', '咀', '嗽', '嚣', '嘱', '咪', '咋', '咨', '咱', '咖', '嗓', '嗅', '咒', '噜', '咣', '嗳', '噬', '嘴', '嗜', '咎', '嘀', '咧', '嗨', '咔', '咿', '噱', '嘘', '咳', '嘛', '嘞', '咬', '嗣', '噗', '咫', '嗖', '嗷', '嘎', '嘟', '嗟', '嘈', '嗡', '嘭', '嚓', '嚷', '咯', '咚', '咩', '嗬', '嘹', '嗑', '咦', '嗝', '噎', '嚎', '嘣', '噫', '嚄', '嗯', '噪', '噢', '嘤', '嘿', '噼', '嗔', '咻', '嘻', '噻', '嚯', '噙', '嘁', '咲', '嘚', '噌', '嘬', '噔', '嗌', '嗐', '咄', '咐', '咙', '咛', '嗦', '咤']",99,"['澳', '砹', '璜', '瞪', '疸', '瑶', '蔵', '煦', '狄', '矩', '酒', '澡', '腋', '蓓', '矿', '糅', '熨', '蚱', '蛾', '薮', '榨', '熙', '娑', '骄', '麻', '膘', '鸨', '崩', '矍', '疚', '骏', '翱', '翡', '鼯', '妒', '婴', '脂', '鲣', '搅', '砚', '蜓', '搁', '蹑', '砍', '鸡', '鞍', '濑', '踩', '藕', '腾', '槲', '妾', '携', '犬', '煮', '踊', '燃', '慈', '鳟', '蝮', '娟', '鹕', '蝇', '植', '娠', '鹑', '峋', '髦', '矽', '骷', '蜒', '垒', '酝', '魏', '梯', '憔', '潍', '璐', '薰', '梓', '垣', '崭', '蹰', '榴', '懑', '褒', '饼', '蛙', '骨', '蓑', '糁', '鼹', '瞿']",咤,鼹
