,Unnamed: 0,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither,Groups
36,36,到,刂,8.573222461346404,"('刂', '刀')",[28037],1,e588b0,9,"['别', '制', '列', '利', '则']",5,"['记', '错', '换', '稿', '存', '成', '达', '索', '预', '与', '超', '学', '感', '大', '意', '力', '简', '没', '从', '商', '南', '亿', '发', '端', '论', '少', '密', '也', '资', '其', '时', '送', '么', '由', '约', '回', '放', '实', '历', '上', '符', '尔', '填', '号', '易', '素', '性', '万', '效', '站', '排', '安', '定', '结', '共', '统', '含', '动', '具', '画', '主', '品', '说', '败', '费', '何', '族', '思', '国', '平', '右', '按', '全', '然', '邮', '左', '束', '引', '角', '目', '游', '产', '查', '责', '广', '完', '余', '笑', '并', '重', '传', '哈', '之', '检', '岁', '值', '可', '货', '键']",列,右,"['则', '利', '制']"
37,37,近,辶,5.98671252411028,"('辶',)",[60358],1,e8bf91,16,"['通', '道', '过', '这', '退', '选', '还', '运', '连', '进', '送', '造', '述', '速', '达']",15,"['保', '据', '案', '事', '好', '级', '评', '笑', '符', '游', '整', '钮', '播', '本', '及', '链', '络', '内', '品', '析', '科', '明', '推', '货', '员', '停', '电', '打', '击', '议', '队', '试', '示', '待', '享', '经', '正', '情', '输', '他', '书', '未', '四', '请', '年', '性', '何', '器', '产', '周', '但', '读', '值', '活', '广', '约', '小', '例', '记', '序', '参', '定', '出', '规', '布', '思', '介', '败', '信', '老', '然', '陆', '形', '并', '市', '备', '其', '误', '购', '引', '番', '箱', '频', '排', '没', '门', '销', '此', '拉', '串', '企', '得', '米', '北', '对', '不', '三', '有', '前', '我']",运,游,"['过', '选', '速']"
38,38,没,氵,8.242770635086067,"('氺', '水', '氵')",[72027],1,e6b2a1,15,"['流', '海', '消', '清', '游', '法', '注', '江', '汽', '活', '治', '源']",12,"['历', '少', '端', '地', '天', '情', '找', '导', '后', '分', '广', '询', '去', '期', '会', '考', '库', '语', '司', '号', '统', '作', '超', '业', '或', '软', '需', '了', '查', '稍', '户', '拉', '集', '换', '今', '整', '北', '版', '步', '加', '省', '平', '书', '钟', '管', '西', '案', '县', '两', '连', '板', '以', '有', '认', '息', '月', '多', '年', '之', '还', '推', '星', '社', '番', '通', '销', '五', '款', '密', '商', '私', '这', '倍', '设', '英', '载', '亿', '析', '听', '同', '真', '主', '送', '者', '优', '利', '不', '陆', '传', '约', '义', '性', '可', '么', '开', '说', '键']",消,钟,"['活', '江', '海']"
39,39,现,王,7.719337149492344,"('王', '玉')",[47551],1,e78eb0,4,"['理', '球', '环']",3,"['岁', '员', '看', '签', '来', '打', '分', '汽', '者', '头', '您', '效', '将', '选', '听', '达', '原', '确', '角', '修', '度', '议', '串', '法', '钟', '英', '从', '服', '速', '倍', '雷', '链', '力', '算', '到', '流', '请', '项', '立', '女', '事', '亿', '工', '客', '作', '货', '完', '安', '考', '最', '这', '方', '制', '心', '击', '台', '三', '权', '视', '款', '今', '店', '他', '直', '交', '编', '历', '始', '务', '册', '还', '造', '也', '详', '排', '陆', '少', '站', '些', '未', '秒', '规', '报', '条', '则', '止', '符', '易', '字', '投', '反', '科', '公', '证', '族', '可', '提', '上', '密', '使']",球,岁,
40,40,消,氵,5.923846355315785,"('氺', '水', '氵')",[33420],1,e6b688,15,"['流', '海', '没', '清', '游', '法', '注', '江', '汽', '活', '治', '源']",12,"['期', '可', '账', '影', '族', '必', '但', '销', '起', '情', '节', '省', '初', '一', '番', '子', '页', '增', '改', '下', '给', '任', '达', '志', '思', '约', '科', '岁', '片', '年', '户', '进', '预', '务', '全', '得', '过', '组', '换', '串', '间', '阳', '两', '展', '符', '企', '安', '待', '是', '们', '还', '证', '电', '接', '邮', '处', '超', '我', '位', '保', '山', '含', '然', '标', '木', '库', '角', '评', '整', '意', '打', '运', '西', '格', '者', '发', '引', '并', '国', '问', '查', '管', '载', '部', '箱', '变', '与', '球', '规', '都', '资', '品', '闭', '中', '辑']",流,初,"['汽', '江', '注']"
41,41,真,目,7.897922299030497,"('目',)",[89151],1,e79c9f,6,"['省', '直', '看', '相', '目']",5,"['常', '据', '球', '需', '里', '也', '实', '签', '传', '法', '请', '单', '线', '还', '串', '定', '日', '作', '道', '该', '送', '多', '册', '素', '整', '力', '题', '放', '尔', '代', '性', '男', '些', '主', '转', '退', '规', '核', '电', '回', '未', '会', '列', '重', '析', '等', '版', '从', '录', '量', '老', '政', '组', '按', '哈', '箱', '企', '给', '期', '游', '您', '活', '播', '前', '意', '陆', '或', '选', '治', '木', '海', '径', '为', '形', '但', '板', '山', '头', '含', '资', '使', '子', '项', '像', '笑', '软', '份', '说', '星', '近', '司', '条', '起', '止', '汽', '视', '理', '号']",相,从,"['省', '目', '看']"
42,42,大,大,8.587312399015119,"('大',)",[27384],1,e5a4a7,4,"['天', '头', '失']",3,"['导', '超', '数', '度', '证', '感', '公', '车', '平', '结', '到', '还', '版', '一', '费', '如', '听', '法', '近', '基', '星', '算', '发', '展', '始', '以', '好', '体', '意', '命', '核', '或', '简', '您', '英', '告', '号', '学', '认', '主', '只', '放', '情', '态', '技', '店', '权', '符', '索', '月', '规', '游', '今', '换', '移', '组', '待', '询', '信', '系', '义', '我', '条', '作', '地', '员', '他', '件', '票', '止', '引', '之', '当', '付', '给', '名', '理', '门', '书', '国', '型', '论', '环', '五', '岁', '视', '流', '笑', '详', '保', '种', '填', '京', '藏', '江', '利', '板', '增', '类']",头,车,
43,43,周,口,6.4179500048397395,"('囗', '口')",[41642],1,e591a8,30,"['后', '告', '向', '品', '号', '司', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '右', '哈', '否']",24,"['意', '提', '换', '再', '景', '址', '性', '倍', '队', '山', '选', '门', '语', '播', '造', '所', '发', '月', '题', '限', '将', '没', '本', '别', '我', '断', '雷', '海', '额', '为', '者', '改', '库', '十', '错', '先', '核', '经', '引', '注', '速', '期', '定', '三', '度', '称', '项', '应', '并', '来', '频', '闭', '外', '以', '级', '效', '接', '从', '确', '两', '链', '常', '退', '及', '到', '箱', '化', '治', '宋', '亿', '男', '友', '好', '组', '态', '据', '报', '学', '道', '张', '成', '付', '有', '类', '站', '果', '之', '与', '构', '息', '分', '打', '约', '场', '输']",口,张,"['右', '同', '后']"
44,44,前,刀,7.14125486102041,"('刂', '刀')",[25580],1,e5898d,9,"['分', '初']",2,"['亿', '记', '下', '业', '发', '今', '录', '计', '请', '问', '成', '周', '起', '核', '们', '备', '没', '城', '传', '张', '证', '进', '阳', '单', '口', '技', '持', '提', '第', '店', '心', '试', '或', '者', '交', '感', '否', '步', '以', '再', '米', '体', '江', '语', '门', '易', '流', '去', '了', '存', '基', '其', '总', '优', '软', '游', '因', '近', '家', '案', '钮', '友', '重', '份', '评', '版', '完', '程', '与', '位', '使', '余', '月', '本', '族', '形', '男', '图', '通', '一', '治', '结', '话', '景', '签', '最', '性', '排', '番', '址', '广', '老', '法', '车', '务', '午', '命', '接', '异', '径']",分,发,
45,45,电,田,7.067204070425434,"('田',)",[39312],1,e794b5,6,"['男', '画', '由', '界', '番']",5,"['环', '直', '加', '录', '版', '老', '天', '立', '推', '体', '会', '车', '说', '同', '册', '钮', '述', '一', '国', '邮', '具', '改', '书', '别', '考', '其', '态', '城', '打', '击', '报', '交', '找', '县', '通', '亿', '拉', '日', '处', '型', '变', '收', '来', '理', '份', '索', '开', '西', '场', '持', '复', '作', '称', '束', '治', '华', '共', '断', '约', '价', '去', '您', '午', '藏', '四', '注', '程', '大', '模', '定', '检', '山', '移', '否', '月', '主', '核', '得', '限', '上', '标', '析', '议', '队', '新', '人', '因', '正', '端', '秒', '据', '心', '使', '络', '任', '当', '格', '工', '反']",界,通,"['由', '男', '画']"
46,46,效,攵,5.07102961488564,"('攴', '攵')",[60455],1,e69588,7,"['放', '整', '收', '政', '改', '数']",6,"['间', '余', '稿', '播', '签', '述', '反', '平', '子', '所', '语', '商', '十', '务', '之', '代', '设', '存', '调', '从', '审', '外', '权', '选', '得', '明', '初', '华', '元', '常', '完', '超', '论', '断', '度', '意', '再', '真', '或', '推', '复', '问', '西', '项', '见', '字', '视', '社', '求', '二', '信', '亿', '情', '购', '待', '任', '更', '名', '评', '册', '章', '销', '值', '界', '们', '引', '城', '邮', '以', '约', '左', '算', '投', '经', '治', '优', '位', '院', '限', '统', '该', '么', '参', '上', '只', '报', '下', '山', '和', '同', '然', '影', '不', '分', '束', '击', '能', '程']",整,务,"['数', '放', '政']"
47,47,思,心,6.290754919282049,"('心', '忄')",[91763],1,e6809d,12,"['必', '心', '总', '感', '意', '息', '您', '态', '志']",9,"['利', '明', '城', '核', '拉', '询', '社', '外', '请', '放', '试', '左', '我', '责', '他', '速', '为', '找', '基', '站', '实', '填', '上', '学', '推', '资', '理', '线', '辑', '角', '展', '客', '现', '果', '功', '要', '业', '断', '组', '单', '其', '退', '十', '列', '将', '到', '机', '亿', '算', '改', '并', '键', '限', '历', '结', '英', '超', '完', '书', '何', '整', '对', '章', '供', '笑', '新', '两', '份', '还', '由', '播', '与', '们', '院', '制', '车', '景', '天', '解', '西', '本', '最', '交', '议', '加', '和', '税', '节', '按', '当', '存', '指', '员', '引', '别', '径', '设']",感,机,"['息', '意', '您']"
48,48,清,氵,6.360888747784466,"('氺', '水', '氵')",[80866],1,e6b885,15,"['流', '海', '没', '消', '游', '法', '注', '江', '汽', '活', '治', '源']",12,"['束', '元', '记', '形', '大', '换', '停', '看', '语', '目', '宋', '店', '败', '但', '查', '处', '也', '修', '库', '超', '你', '稿', '享', '科', '签', '哈', '者', '雷', '管', '调', '两', '因', '辑', '集', '三', '岁', '索', '听', '新', '取', '试', '业', '向', '十', '明', '放', '能', '部', '份', '不', '历', '市', '界', '径', '整', '数', '议', '对', '号', '按', '表', '下', '真', '项', '番', '品', '之', '雅', '再', '使', '像', '去', '队', '时', '邮', '箱', '命', '可', '展', '北', '现', '余', '原', '前', '预', '素', '人', '阳', '了', '事', '四', '断', '析', '指', '误', '该']",消,整,"['游', '活', '汽']"
49,49,天,大,8.623074463456918,"('大',)",[36827],1,e5a4a9,4,"['大', '头', '失']",3,"['力', '户', '当', '前', '链', '原', '番', '组', '击', '问', '优', '态', '万', '需', '哈', '思', '告', '述', '作', '装', '相', '子', '达', '审', '权', '元', '新', '保', '析', '器', '填', '考', '检', '业', '北', '功', '这', '次', '雷', '为', '请', '布', '总', '后', '待', '省', '字', '容', '供', '败', '串', '感', '四', '两', '限', '格', '老', '步', '口', '从', '算', '按', '软', '证', '表', '议', '选', '来', '造', '片', '化', '入', '历', '题', '期', '过', '亿', '重', '月', '球', '话', '预', '异', '藏', '通', '必', '同', '有', '基', '立', '还', '客', '秒', '及', '起', '注', '具', '场', '例']",失,总,
50,50,作,亻,6.941820320625939,"('人', '亻')",[19967],1,e4bd9c,35,"['但', '传', '价', '供', '优', '使', '任', '停', '修', '信', '值', '位', '例', '何', '保', '像', '代', '体', '倍', '付', '份', '他', '们', '你', '件', '亿']",26,"['待', '外', '果', '可', '始', '天', '时', '增', '院', '编', '与', '米', '集', '处', '科', '认', '更', '邮', '流', '据', '元', '视', '我', '学', '必', '少', '感', '分', '活', '意', '藏', '商', '和', '存', '消', '易', '城', '右', '华', '读', '其', '规', '论', '先', '最', '证', '技', '内', '队', '径', '务', '总', '一', '具', '钮', '点', '实', '义', '真', '到', '者', '来', '事', '度', '期', '移', '开', '发', '种', '误', '索', '密', '预', '头', '服', '重', '主', '购', '东', '板', '运', '形', '连', '男', '语', '名', '微', '正', '球', '北', '画', '详', '败', '版', '相', '页']",保,视,"['使', '优', '倍']"
51,51,上,一,8.458869133771554,"('一',)",[17905],1,e4b88a,11,"['业', '不', '一', '三', '下', '万', '东', '专', '与', '两']",10,"['木', '产', '回', '条', '收', '款', '布', '加', '运', '立', '书', '素', '等', '责', '当', '向', '序', '移', '间', '作', '页', '清', '其', '键', '码', '华', '发', '这', '据', '笑', '问', '介', '票', '事', '约', '录', '二', '复', '了', '客', '享', '头', '备', '像', '先', '失', '名', '志', '南', '持', '些', '于', '共', '消', '此', '络', '换', '详', '容', '钮', '改', '小', '宋', '老', '版', '读', '海', '现', '设', '打', '人', '午', '藏', '政', '者', '初', '整', '地', '倍', '放', '但', '权', '近', '中', '注', '形', '科', '库', '稿', '修', '你', '里', '雷', '线', '试', '步', '山']",下,小,"['与', '专', '两']"
52,52,一,一,9.60668317812062,"('一',)",[15120],1,e4b880,11,"['业', '不', '上', '三', '下', '万', '东', '专', '与', '两']",10,"['间', '得', '该', '木', '送', '张', '午', '态', '器', '亿', '步', '效', '章', '享', '必', '体', '车', '笑', '应', '本', '星', '果', '方', '变', '里', '以', '计', '案', '私', '作', '试', '超', '情', '环', '容', '达', '这', '加', '工', '省', '目', '整', '邮', '相', '活', '票', '格', '道', '进', '四', '错', '地', '管', '说', '报', '项', '听', '密', '未', '启', '形', '线', '播', '息', '打', '站', '处', '指', '政', '完', '链', '辑', '北', '构', '载', '址', '码', '确', '移', '详', '同', '直', '海', '取', '人', '读', '速', '使', '右', '论', '多', '外', '否', '转', '回']",上,得,"['与', '业', '两']"
53,53,老,耂,7.410578589476064,"('耂',)",[92877],1,e88081,3,"['考', '者']",2,"['简', '增', '局', '友', '章', '责', '钮', '意', '初', '界', '画', '详', '组', '端', '拉', '票', '额', '出', '型', '为', '业', '其', '含', '模', '方', '藏', '他', '将', '列', '库', '送', '传', '别', '论', '整', '志', '人', '保', '么', '导', '性', '该', '尔', '源', '土', '程', '番', '您', '页', '成', '公', '上', '号', '字', '族', '相', '门', '选', '规', '并', '先', '态', '版', '从', '环', '时', '话', '求', '等', '基', '商', '结', '录', '语', '络', '现', '合', '停', '陆', '分', '期', '取', '个', '球', '记', '述', '内', '超', '未', '闭', '微', '近', '第', '认', '播', '场', '中', '据', '击', '口']",考,未,
