,language,tokenizer,word,suffix,word_final_token,group,both_pair,suffix_pair,neither_pair,dectile
226,Catalan,gpt4,passegem,em,336,"['fomentem', 'apliquem', 'rescatem', 'vencerem']",passegem,impulsem,disculpi,2
227,Catalan,gpt4,acumulat,at,266,"['emportat', 'encertat', 'arriscat', 'pentinat']",acumulat,censurat,suporten,6
228,Catalan,gpt4,esmenat,at,266,"['afaitat', 'llaurat', 'embenat', 'trempat']",esmenat,plasmat,convidi,0
229,Catalan,gpt4,entregat,at,266,"['entrenat', 'combinat', 'governat', 'retornat']",entregat,torturat,comences,6
230,Catalan,gpt4,entregada,ada,2649,"['infectada', 'devastada', 'calculada', 'designada']",entregada,efectuada,suplicant,3
231,Catalan,gpt4,regulat,at,266,"['deposat', 'relaxat', 'blindat', 'alterat']",regulat,encetat,triguen,4
232,Catalan,gpt4,debutant,ant,519,"['valorant', 'plantant', 'renovant', 'separant']",debutant,recitant,reclutes,3
233,Catalan,gpt4,debutat,at,266,"['irritat', 'adornat', 'navegat', 'militat']",debutat,vomitat,tractà,0
234,Catalan,gpt4,ataquem,em,336,"['queixem', 'eduquem', 'afanyem', 'netegem']",ataquem,patirem,fomenti,1
235,Catalan,gpt4,danses,es,288,"['multes', 'firmes', 'acabes', 'deixes']",danses,barres,gastat,7
236,Catalan,gpt4,dansa,a,64,"['tomba', 'torna', 'bomba', 'passa']",dansa,caça,donat,9
237,Catalan,gpt4,designat,at,266,"['fabricat', 'retornat', 'entregat', 'combinat']",designat,reformat,decorats,6
238,Catalan,gpt4,designada,ada,2649,"['detectada', 'entregada', 'devastada', 'calculada']",designada,efectuada,observava,3
239,Catalan,gpt4,assignat,at,266,"['detectat', 'reservat', 'disputat', 'criticat']",assignat,reclamat,prepareu,7
240,Catalan,gpt4,guiarà,à,6496,"['acordà', 'afilià', 'emigrà', 'exilià']",guiarà,viatjà,pagués,1
241,Catalan,gpt4,internat,at,266,"['designat', 'governat', 'indignat', 'orientat']",internat,torturat,estudien,6
242,Catalan,gpt4,interna,a,64,"['importa', 'reforma', 'informa', 'disposa']",interna,millora,portava,9
243,Catalan,gpt4,remarcant,ant,519,"['rescatant', 'arriscant', 'esquivant', 'retratant']",remarcant,insinuant,escombren,0
244,Catalan,gpt4,remarcava,ava,2979,"['suportava', 'convidava', 'assaltava', 'castigava']",remarcava,sacsejava,formarien,0
245,Catalan,gpt4,disperses,es,288,"['conserves', 'contestes', 'compostes', 'presentes']",disperses,equipades,progressa,3
246,Catalan,gpt4,dispersen,en,268,"['acceleren', 'processen', 'denominen', 'ingressen']",dispersen,accentuen,abandonin,1
247,Catalan,gpt4,operant,ant,519,"['firmant', 'cuidant', 'follant', 'tombant']",operant,cuinant,ajusten,4
248,Catalan,gpt4,operat,at,266,"['cuidat', 'cessat', 'variat', 'avisat']",operat,somiat,cuines,6
249,Catalan,gpt4,operen,en,268,"['pengen', 'signen', 'ballen', 'costen']",operen,cobren,evitat,6
250,Catalan,gpt4,operava,ava,2979,"['contava', 'causava', 'violava', 'tallava']",operava,penjava,dinarem,2
251,Catalan,gpt4,apostat,at,266,"['renovat', 'revelat', 'motivat', 'guardat']",apostat,ampliat,reduint,6
252,Catalan,gpt4,carregat,at,266,"['rebutjat', 'planejat', 'encantat', 'defensat']",carregat,anunciat,trobarà,8
253,Catalan,gpt4,injectat,at,266,"['resignat', 'liquidat', 'penetrat', 'formulat']",injectat,perdurat,financen,1
254,Catalan,gpt4,valorant,ant,519,"['debutant', 'adoptant', 'exposant', 'activant']",valorant,recitant,observeu,3
255,Catalan,gpt4,valorat,at,266,"['afirmat', 'indicat', 'adaptat', 'aplicat']",valorat,premiat,acosten,7
256,Catalan,gpt4,fracassat,at,266,"['comprovat', 'guardonat', 'aprofitat', 'recomanat']",fracassat,acostumat,protegida,7
257,Catalan,gpt4,considerat,at,266,"['significat', 'participat', 'relacionat', 'assassinat']",considerat,necessitat,necessitem,9
258,Catalan,gpt4,posseïen,en,268,"['encomanen', 'rendeixen', 'despatxen', 'pertoquen']",posseïen,apel·len,fulgurant,0
259,Catalan,gpt4,pertoquen,en,268,"['posseïen', 'rendeixen', 'encomanen', 'despatxen']",pertoquen,aplegaven,encongeix,0
260,Catalan,gpt4,refredant,ant,519,"['decantant', 'tremolant', 'esquivant', 'rescatant']",refredant,insinuant,ajudarien,0
261,Catalan,gpt4,refredat,at,266,"['degradat', 'allargat', 'confinat', 'arrencat']",refredat,apreciat,enriquit,5
262,Catalan,gpt4,queixem,em,336,"['afanyem', 'ataquem', 'netegem', 'eduquem']",queixem,enfilem,remenat,1
263,Catalan,gpt4,reaccionat,at,266,"['traspassat', 'condecorat', 'solucionat', 'pressionat']",reaccionat,enderrocat,enquestats,5
264,Catalan,gpt4,ordenant,ant,519,"['excitant', 'irritant', 'decorant', 'ajustant']",ordenant,prestant,retallen,2
265,Catalan,gpt4,ordenat,at,266,"['exposat', 'esperat', 'quadrat', 'comptat']",ordenat,centrat,secreta,8
266,Catalan,gpt4,ordeni,i,72,"['alteri', 'brandi', 'lideri', 'guardi']",ordeni,llenci,reuní,1
267,Catalan,gpt4,ocultant,ant,519,"['rodejant', 'sufocant', 'devorant', 'titllant']",ocultant,desviant,oferiren,2
268,Catalan,gpt4,dotant,ant,519,"['curant', 'remant', 'besant', 'bufant']",dotant,odiant,claven,1
269,Catalan,gpt4,enquadrat,at,266,"['rebatejat', 'endevinat', 'ressaltat', 'regenerat']",enquadrat,engrescat,mesurades,0
270,Catalan,gpt4,pressionat,at,266,"['traspassat', 'reaccionat', 'condecorat', 'crucificat']",pressionat,enderrocat,guardonada,5
271,Catalan,gpt4,rentat,at,266,"['avisat', 'violat', 'fallat', 'firmat']",rentat,sobtat,estaca,6
272,Catalan,gpt4,renta,a,64,"['lleva', 'funda', 'eleva', 'cuida']",renta,triga,topat,6
273,Catalan,gpt4,millorat,at,266,"['enganyat', 'enfonsat', 'derrotat', 'estrenat']",millorat,allunyat,tornaré,7
274,Catalan,gpt4,manant,ant,519,"['tapant', 'dinant', 'sopant', 'pegant']",manant,guiant,rodés,3
275,Catalan,gpt4,manat,at,266,"['colat', 'segat', 'visat', 'girat']",manat,rodat,gamba,5
276,Catalan,gpt4,manen,en,268,"['casen', 'fixen', 'temen', 'citen']",manen,tiren,manco,5
277,Catalan,gpt4,mobilitzada,ada,2649,"['emmascarada', 'enjardinada', 'dinamitzada', 'arrebossada']",mobilitzada,menyspreada,presideixen,0
278,Catalan,gpt4,fascinat,at,266,"['assetjat', 'aguantat', 'recaptat', 'allotjat']",fascinat,derrocat,aprofiti,4
279,Catalan,gpt4,forçat,at,266,"['atorgat', 'imputat', 'imposat', 'enfadat']",forçat,lliurat,penjant,7
280,Catalan,gpt4,retardat,at,266,"['originat', 'devastat', 'duplicat', 'deportat']",retardat,retratat,afectava,4
281,Catalan,gpt4,endinsat,at,266,"['degollat', 'rovellat', 'reeditat', 'abreujat']",endinsat,insinuat,oprimida,1
282,Catalan,gpt4,criticant,ant,519,"['comentant', 'disparant', 'declarant', 'impactant']",criticant,circulant,anunciava,6
283,Catalan,gpt4,criticat,at,266,"['inventat', 'imaginat', 'implicat', 'assignat']",criticat,reclamat,escalada,7
284,Catalan,gpt4,borda,a,64,"['edita', 'viola', 'signa', 'balla']",borda,espia,coves,7
285,Catalan,gpt4,reposa,a,64,"['ajusta', 'iguala', 'advoca', 'innova']",reposa,devora,aturen,4
286,Catalan,gpt4,pagat,at,266,"['donat', 'casat', 'posat', 'jurat']",pagat,aviat,ferro,9
287,Catalan,gpt4,pagarien,en,268,"['naveguen', 'votarien', 'engloben', 'detesten']",pagarien,adoraven,aterrant,0
288,Catalan,gpt4,paguessin,in,258,"['entressin', 'despertin', 'acabessin', 'aprofitin']",paguessin,reuneixin,llençats,2
289,Catalan,gpt4,matat,at,266,"['pecat', 'citat', 'triat', 'jugat']",matat,aliat,donin,8
290,Catalan,gpt4,precedeixen,en,268,"['promocionen', 'corregeixen', 'presideixen', 'envelleixen']",precedeixen,bombardegen,dinamitzant,0
291,Catalan,gpt4,pintant,ant,519,"['contant', 'situant', 'gastant', 'salvant']",pintant,somiant,variats,5
292,Catalan,gpt4,pintat,at,266,"['causat', 'cremat', 'tallat', 'editat']",pintat,acusat,limita,8
293,Catalan,gpt4,estudiem,em,336,"['esforcem', 'trenquem', 'escalfem', 'estrenem']",estudiem,respirem,fomentat,3
294,Catalan,gpt4,estudiava,ava,2979,"['ensenyava', 'anomenava', 'escoltava', 'circulava']",estudiava,desitjava,complirà,5
295,Catalan,gpt4,parant,ant,519,"['tapant', 'manant', 'fixant', 'pixant']",parant,guiant,juguis,3
296,Catalan,gpt4,parat,at,266,"['votat', 'citat', 'pecat', 'robat']",parat,tocat,talla,8
297,Catalan,gpt4,suportat,at,266,"['comandat', 'assentat', 'encallat', 'passejat']",suportat,desafiat,defensin,3
298,Catalan,gpt4,suportava,ava,2979,"['castigava', 'remarcava', 'detallava', 'assaltava']",suportava,sacsejava,menteixis,0
299,Catalan,gpt4,alimenten,en,268,"['gestionen', 'expressen', 'comporten', 'faciliten']",alimenten,condemnen,assassina,6
300,Catalan,gpt4,llaurat,at,266,"['embenat', 'enredat', 'esmenat', 'avortat']",llaurat,plasmat,trigueu,0
301,Catalan,gpt4,avisat,at,266,"['operat', 'cessat', 'variat', 'cuidat']",avisat,evitat,adapta,6
302,Catalan,gpt4,encomanen,en,268,"['rendeixen', 'posseïen', 'despatxen', 'pertoquen']",encomanen,aplegaven,espavileu,0
303,Catalan,gpt4,basat,at,266,"['pagat', 'casat', 'posat', 'jurat']",basat,aviat,manca,9
304,Catalan,gpt4,basa,a,64,"['cura', 'mena', 'posa', 'mira']",basa,vaga,doni,9
305,Catalan,gpt4,habiten,en,268,"['dominen', 'exposen', 'guarden', 'escapen']",habiten,confien,convido,6
306,Catalan,gpt4,nega,a,64,"['fina', 'tapa', 'cala', 'fixa']",nega,puja,temo,8
307,Catalan,gpt4,figurat,at,266,"['escalat', 'excitat', 'ancorat', 'tolerat']",figurat,depurat,revisen,2
308,Catalan,gpt4,afronten,en,268,"['pareixen', 'aguanten', 'rescaten', 'barregen']",afronten,oposaven,arrugues,4
309,Catalan,gpt4,estrenant,ant,519,"['planejant', 'retallant', 'assetjant', 'allargant']",estrenant,esborrant,extingida,3
310,Catalan,gpt4,estrenat,at,266,"['vinculat', 'enfonsat', 'millorat', 'enganyat']",estrenat,esborrat,apliquen,7
311,Catalan,gpt4,estrenem,em,336,"['escalfem', 'estudiem', 'esforcem', 'trenquem']",estrenem,penjarem,desafiat,3
312,Catalan,gpt4,importat,at,266,"['frustrat', 'insultat', 'negociat', 'humiliat']",importat,molestat,inventen,5
313,Catalan,gpt4,importa,a,64,"['resulta', 'prepara', 'recorda', 'disposa']",importa,implica,termini,9
314,Catalan,gpt4,importava,ava,2979,"['exportava', 'lamentava', 'observava', 'respirava']",importava,rebutjava,afectaria,3
315,Catalan,gpt4,congelat,at,266,"['escampat', 'retallat', 'rescatat', 'explotat']",congelat,soterrat,cobrarà,5
316,Catalan,gpt4,manipulat,at,266,"['enfrontat', 'travessat', 'analitzat', 'practicat']",manipulat,renunciat,carreguen,6
317,Catalan,gpt4,revisat,at,266,"['guardat', 'equipat', 'motivat', 'apostat']",revisat,confiat,castiga,6
318,Catalan,gpt4,petant,ant,519,"['curant', 'dotant', 'bufant', 'besant']",petant,odiant,granes,1
319,Catalan,gpt4,peto,o,78,"['sumo', 'vano', 'colo', 'salo']",peto,cito,pipi,1
320,Catalan,gpt4,daten,en,268,"['pesen', 'noten', 'voten', 'alcen']",daten,giren,pelat,4
321,Catalan,gpt4,promulgat,at,266,"['disfrutat', 'abanderat', 'concretat', 'codificat']",promulgat,silenciat,expulsant,2
322,Catalan,gpt4,estressat,at,266,"['estranyat', 'descansat', 'ocasionat', 'preservat']",estressat,aclaparat,recomptes,1
323,Catalan,gpt4,emplenat,at,266,"['estampat', 'edificat', 'endeutat', 'encarnat']",emplenat,reciclat,elogiant,2
324,Catalan,gpt4,adquireixen,en,268,"['conflueixen', 'discuteixen', 'adverteixen', 'procedeixen']",adquireixen,aconseguien,comparteixi,4
325,Catalan,gpt4,anomenen,en,268,"['coneixen', 'dediquen', 'mereixen', 'indiquen']",anomenen,celebren,pregunto,8
326,Catalan,gpt4,anomenava,ava,2979,"['escoltava', 'ensenyava', 'circulava', 'estudiava']",anomenava,desitjava,enfonsant,5
327,Catalan,gpt4,tremolant,ant,519,"['mossegant', 'remarcant', 'refredant', 'enterrant']",tremolant,insinuant,enfonsava,0
328,Catalan,gpt4,degollat,at,266,"['abreujat', 'endollat', 'divulgat', 'escanyat']",degollat,empedrat,dediquin,1
329,Catalan,gpt4,atorgant,ant,519,"['mesurant', 'ajuntant', 'ocultant', 'aprovant']",atorgant,desviant,acampats,2
330,Catalan,gpt4,atorgat,at,266,"['imputat', 'enfadat', 'traçat', 'forçat']",atorgat,lliurat,aturats,7
331,Catalan,gpt4,atorgà,à,6496,"['acordà', 'notarà', 'nomenà', 'afilià']",atorgà,viatjà,lluiteu,1
332,Catalan,gpt4,irritant,ant,519,"['ajustant', 'escalant', 'reparant', 'ordenant']",irritant,prestant,confirmi,2
333,Catalan,gpt4,irritat,at,266,"['debutat', 'alienat', 'militat', 'navegat']",irritat,vomitat,pactant,0
334,Catalan,gpt4,abastant,ant,519,"['brindant', 'agrupant', 'atenuant', 'esgotant']",abastant,aterrant,recolzem,0
335,Catalan,gpt4,analitzat,at,266,"['travessat', 'segrestat', 'manipulat', 'practicat']",analitzat,renunciat,assetjada,6
336,Catalan,gpt4,trigat,at,266,"['ubicat', 'salvat', 'educat', 'animat']",trigat,serrat,marxes,7
337,Catalan,gpt4,triguin,in,258,"['suposin', 'afanyin', 'imposin', 'aportin']",triguin,viatgin,gosaria,0
338,Catalan,gpt4,coronat,at,266,"['alertat', 'nominat', 'ignorat', 'admirat']",coronat,mesurat,disposi,5
339,Catalan,gpt4,castigat,at,266,"['unificat', 'detallat', 'encertat', 'exagerat']",castigat,censurat,sospites,6
340,Catalan,gpt4,castigava,ava,2979,"['remarcava', 'assaltava', 'suportava', 'convidava']",castigava,sacsejava,proveïts,0
341,Catalan,gpt4,avortat,at,266,"['esmenat', 'embenat', 'abaixat', 'llaurat']",avortat,plasmat,acudien,0
342,Catalan,gpt4,afectat,at,266,"['adoptat', 'mostrat', 'esperat', 'apartat']",afectat,centrat,ferides,8
343,Catalan,gpt4,afectin,in,258,"['plantin', 'ajustin', 'apartin', 'relaxin']",afectin,marquin,tractà,0
344,Catalan,gpt4,alineat,at,266,"['mesclat', 'afanyat', 'vetllat', 'abordat']",alineat,elogiat,ofegant,3
345,Catalan,gpt4,devastat,at,266,"['originat', 'duplicat', 'deportat', 'retardat']",devastat,retratat,comprats,4
346,Catalan,gpt4,devastada,ada,2649,"['calculada', 'designada', 'infectada', 'entregada']",devastada,efectuada,abandonem,3
347,Catalan,gpt4,confinat,at,266,"['arrencat', 'apoderat', 'retallat', 'congelat']",confinat,arreglat,apuntava,5
348,Catalan,gpt4,anhelada,ada,2649,"['traçada', 'imputada', 'reculada', 'plasmada']",anhelada,conreada,proveïa,1
349,Catalan,gpt4,exultant,ant,519,"['esgotant', 'abastant', 'agrupant', 'atenuant']",exultant,aterrant,alineada,0
350,Catalan,gpt4,acordem,em,336,"['marquem', 'amaguem', 'llencem', 'creixem']",acordem,apuntem,anomeno,2
351,Catalan,gpt4,acordà,à,6496,"['guiarà', 'atorgà', 'exilià', 'casarà']",acordà,viatjà,ajuntat,1
352,Catalan,gpt4,votat,at,266,"['armat', 'mirat', 'fixat', 'matat']",votat,aliat,deixo,8
353,Catalan,gpt4,voten,en,268,"['daten', 'pesen', 'alcen', 'noten']",voten,giren,tasta,4
354,Catalan,gpt4,votarien,en,268,"['naveguen', 'detesten', 'engloben', 'pagarien']",votarien,adoraven,atenuant,0
355,Catalan,gpt4,acceleren,en,268,"['processen', 'ingressen', 'denominen', 'dispersen']",acceleren,accentuen,concedís,1
356,Catalan,gpt4,dinamitzada,ada,2649,"['arrebossada', 'perllongada', 'mobilitzada', 'enjardinada']",dinamitzada,menyspreada,assegurarà,0
357,Catalan,gpt4,emmascarada,ada,2649,"['arrebossada', 'dinamitzada', 'enjardinada', 'perllongada']",emmascarada,menyspreada,asseguraria,0
358,Catalan,gpt4,posat,at,266,"['donat', 'basat', 'jurat', 'pagat']",posat,aviat,parlo,9
359,Catalan,gpt4,posa,a,64,"['mira', 'tria', 'cura', 'mena']",posa,paga,doni,9
360,Catalan,gpt4,posarien,en,268,"['enfonsen', 'desfilen', 'atempten', 'esmenten']",posarien,derroten,marxaria,2
361,Catalan,gpt4,reportat,at,266,"['predicat', 'perforat', 'revoltat', 'propagat']",reportat,embarcat,blindada,2
362,Catalan,gpt4,circulat,at,266,"['barallat', 'desarmat', 'subornat', 'mossegat']",circulat,emboscat,emigrats,0
363,Catalan,gpt4,circulava,ava,2979,"['ensenyava', 'escoltava', 'estudiava', 'anomenava']",circulava,desitjava,castigada,5
364,Catalan,gpt4,fabricat,at,266,"['retornat', 'designat', 'orientat', 'entregat']",fabricat,reformat,nominada,6
365,Catalan,gpt4,apartat,at,266,"['adoptat', 'esperat', 'exposat', 'liderat']",apartat,centrat,escales,8
366,Catalan,gpt4,aparta,a,64,"['iguala', 'innova', 'advoca', 'reposa']",aparta,devora,ocupà,4
367,Catalan,gpt4,aparti,i,72,"['adapti', 'alteri', 'exposi', 'brandi']",aparti,trigui,fallem,1
368,Catalan,gpt4,apartin,in,258,"['afectin', 'relaxin', 'plantin', 'ajustin']",apartin,marquin,filtren,0
369,Catalan,gpt4,sopant,ant,519,"['notant', 'tapant', 'errant', 'dinant']",sopant,guiant,obeint,3
370,Catalan,gpt4,perdonat,at,266,"['retallat', 'refredat', 'allargat', 'arrencat']",perdonat,apreciat,dissenya,5
371,Catalan,gpt4,perdonem,em,336,"['estudiem', 'escalfem', 'esforcem', 'estrenem']",perdonem,respirem,llegiré,3
372,Catalan,gpt4,perdonen,en,268,"['posarien', 'atempten', 'desfilen', 'assequen']",perdonen,expulsen,descanso,2
373,Catalan,gpt4,perdonin,in,258,"['indiquin', 'emportin', 'dediquin', 'enganyin']",perdonin,recolzin,degollat,1
374,Catalan,gpt4,acceptant,ant,519,"['insultant', 'impulsant', 'inventant', 'proposant']",acceptant,vinculant,contactat,5
375,Catalan,gpt4,acceptat,at,266,"['recordat', 'executat', 'doctorat', 'inspirat']",acceptat,enterrat,recomana,8
376,Catalan,gpt4,arraconat,at,266,"['preservat', 'instaurat', 'estranyat', 'ocasionat']",arraconat,engendrat,inaugurem,1
377,Catalan,gpt4,significat,at,266,"['participat', 'assassinat', 'relacionat', 'considerat']",significat,necessitat,necessiten,9
378,Catalan,gpt4,signifiquen,en,268,"['assisteixen', 'justifiquen', 'reparteixen', 'prohibeixen']",signifiquen,encarreguen,reconeixent,6
379,Catalan,gpt4,variat,at,266,"['avisat', 'firmat', 'operat', 'cuidat']",variat,evitat,causen,6
380,Catalan,gpt4,variada,ada,2649,"['callada', 'violada', 'fallada', 'educada']",variada,creuada,igualat,5
381,Catalan,gpt4,trenat,at,266,"['afinat', 'multat', 'barrat', 'opinat']",trenat,xerrat,rajada,1
382,Catalan,gpt4,canviarien,en,268,"['despleguen', 'disfressen', 'menyspreen', 'difereixen']",canviarien,oscil·len,procedeixi,2
383,Catalan,gpt4,discuteixen,en,268,"['adverteixen', 'conflueixen', 'adquireixen', 'procedeixen']",discuteixen,aconseguien,descobrirem,4
384,Catalan,gpt4,contestes,es,288,"['disperses', 'compostes', 'presentes', 'conserves']",contestes,ordenades,planejava,3
385,Catalan,gpt4,acabant,ant,519,"['formant', 'entrant', 'ajudant', 'portant']",acabant,enviant,afirmen,8
386,Catalan,gpt4,acabat,at,266,"['ocupat', 'tornat', 'elevat', 'llevat']",acabat,parlat,portem,9
387,Catalan,gpt4,acabes,es,288,"['firmes', 'danses', 'deixes', 'pactes']",acabes,falles,picant,7
388,Catalan,gpt4,acabàvem,em,336,"['provoquem', 'arrenquem', 'desplacem', 'arrisquem']",acabàvem,viatjarem,rendeixen,0
389,Catalan,gpt4,acabessin,in,258,"['aprofitin', 'paguessin', 'entressin', 'despertin']",acabessin,reuneixin,realitzem,2
390,Catalan,gpt4,lliscant,ant,519,"['enfilant', 'avaluant', 'regalant', 'sembrant']",lliscant,somniant,tallarà,3
391,Catalan,gpt4,trempat,at,266,"['afaitat', 'avortat', 'esmenat', 'llaurat']",trempat,plasmat,atrevia,0
392,Catalan,gpt4,armat,at,266,"['pecat', 'fixat', 'triat', 'robat']",armat,tocat,donin,8
393,Catalan,gpt4,advoca,a,64,"['innova', 'aparta', 'reposa', 'iguala']",advoca,espiga,cantem,4
394,Catalan,gpt4,eliminant,ant,519,"['entrenant', 'disparant', 'comentant', 'criticant']",eliminant,circulant,gestionen,6
395,Catalan,gpt4,eliminat,at,266,"['acceptat', 'associat', 'elaborat', 'arrestat']",eliminat,enterrat,connecta,8
396,Catalan,gpt4,unificat,at,266,"['acumulat', 'castigat', 'espantat', 'detallat']",unificat,censurat,rematada,6
397,Catalan,gpt4,tolerat,at,266,"['escalat', 'figurat', 'modelat', 'saturat']",tolerat,madurat,rumiant,2
398,Catalan,gpt4,comandat,at,266,"['passejat', 'assentat', 'encallat', 'decretat']",comandat,triomfat,assolits,3
399,Catalan,gpt4,saturat,at,266,"['figurat', 'ancorat', 'escalat', 'tolerat']",saturat,evacuat,repetiu,2
400,Catalan,gpt4,crucificat,at,266,"['condecorat', 'reaccionat', 'solucionat', 'pressionat']",crucificat,enderrocat,descarrega,5
401,Catalan,gpt4,posposat,at,266,"['desarmat', 'regentat', 'barallat', 'subornat']",posposat,encunyat,aparenta,0
402,Catalan,gpt4,innova,a,64,"['aparta', 'advoca', 'iguala', 'ajusta']",innova,enfoca,premio,4
403,Catalan,gpt4,destinat,at,266,"['impulsat', 'elaborat', 'executat', 'proposat']",destinat,capturat,travessa,8
404,Catalan,gpt4,dilatada,ada,2649,"['imputada', 'reculada', 'anhelada', 'ajornada']",dilatada,conreada,recolzes,1
405,Catalan,gpt4,participat,at,266,"['relacionat', 'assassinat', 'significat', 'considerat']",participat,necessitat,necessitem,9
406,Catalan,gpt4,abanderat,at,266,"['codificat', 'assimilat', 'concretat', 'promulgat']",abanderat,silenciat,avorrides,2
407,Catalan,gpt4,completant,ant,519,"['conversant', 'coordinant', 'comunicant', 'projectant']",completant,modificant,existeixin,3
408,Catalan,gpt4,segellat,at,266,"['recaptat', 'allotjat', 'assetjat', 'reclutat']",segellat,derrocat,vençuda,4
409,Catalan,gpt4,restant,ant,519,"['ocupant', 'ballant', 'saltant', 'tallant']",restant,actuant,governa,7
410,Catalan,gpt4,restat,at,266,"['avalat', 'tardat', 'cardat', 'voltat']",restat,dubtat,visats,3
411,Catalan,gpt4,restes,es,288,"['contes', 'formes', 'ajudes', 'reptes']",restes,pobles,guanya,9
